time_ms,  RPM, lambda_1, oil_temp1, air_temp1, water_temp1, exhaust_temp1, lambda_2, oil_temp2, air_temp2, water_temp2, exhaust_temp2, tinj_1, tinj_2, sweep, temp, datapoints1, datapoints2
750.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6488.66,7000.00,0.00,60.00,0.00,0.00,
877.00,1750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7881.41,7000.00,0.00,60.00,0.00,0.00,
1000.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6000.00,7509.69,0.00,60.00,0.00,0.00,
1116.00,2250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5706.19,6006.36,0.00,60.00,0.00,0.00,
1231.00,2500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5965.78,5869.55,0.00,60.00,0.00,0.00,
1348.00,2750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6657.19,6130.35,0.00,60.00,0.00,0.00,
1465.00,3000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6564.80,6285.83,0.00,60.00,0.00,0.00,
1582.00,3250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6466.83,6275.51,0.00,60.00,0.00,0.00,
1756.00,3500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6330.08,6696.81,0.00,60.00,0.00,0.00,
1871.00,3750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6335.62,5937.61,0.00,60.00,0.00,0.00,
190235.00,1500.00,0.89,46.35,26.38,60.84,-119.41,nan,nan,nan,nan,nan,6272.03,7000.00,1.00,60.00,1571.00,0.00,
190350.00,1750.00,1.08,46.34,26.48,60.83,-101.19,1.50,46.44,27.33,60.83,-199.92,8034.56,7000.00,1.00,60.00,2297.00,175.00,
190465.00,2000.00,0.91,46.40,26.37,60.78,-174.36,1.17,46.44,27.36,60.86,-199.92,5814.71,7850.13,1.00,60.00,723.00,1589.00,
190582.00,2250.00,1.02,46.39,26.45,60.78,-195.77,1.05,46.59,27.61,61.02,-199.93,5750.17,6106.88,1.00,60.00,447.00,2090.00,
190699.00,2500.00,1.04,46.41,26.48,60.81,-199.92,1.03,46.78,27.91,61.25,-199.93,6038.93,5922.70,1.00,60.00,495.00,1812.00,
190852.00,2750.00,1.05,46.44,26.60,60.81,-199.92,0.99,9.02,0.86,-41.88,329.40,6753.76,6112.49,1.00,60.00,367.00,1568.00,
190967.00,3000.00,1.01,46.45,26.70,60.76,-199.92,0.98,0.18,0.11,0.24,15.22,6590.03,6254.35,1.00,60.00,339.00,1474.00,
191082.00,3250.00,0.99,46.46,26.84,60.79,-199.92,0.96,0.19,0.11,0.24,15.22,6449.98,6191.31,1.00,60.00,315.00,1371.00,
191197.00,3500.00,1.00,46.44,26.91,60.84,-199.92,0.93,0.19,0.11,0.24,15.22,6337.83,6564.40,1.00,60.00,359.00,1367.00,
191314.00,3750.00,0.99,46.47,27.01,60.85,-199.92,1.00,0.19,0.10,0.24,15.22,6314.64,5931.77,1.00,60.00,121.00,1075.00,
time_ms,  RPM, lambda_1, oil_temp1, air_temp1, water_temp1, exhaust_temp1, lambda_2, oil_temp2, air_temp2, water_temp2, exhaust_temp2, tinj_1, tinj_2, sweep, temp, datapoints1, datapoints2
805.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5714.65,7000.00,0.00,60.00,0.00,0.00,
921.00,1750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8476.25,7000.00,0.00,60.00,0.00,0.00,
1036.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5327.26,8404.80,0.00,60.00,0.00,0.00,
1235.00,2250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5910.45,6187.79,0.00,60.00,0.00,0.00,
1351.00,2500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6277.82,6019.36,0.00,60.00,0.00,0.00,
1467.00,2750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6858.18,6124.50,0.00,60.00,0.00,0.00,
1583.00,3000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6607.49,6233.96,0.00,60.00,0.00,0.00,
1699.00,3250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6486.60,5993.66,0.00,60.00,0.00,0.00,
1815.00,3500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6334.56,6336.20,0.00,60.00,0.00,0.00,
1931.00,3750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6416.38,6036.41,0.00,60.00,0.00,0.00,
time_ms,  RPM, lambda_1, oil_temp1, air_temp1, water_temp1, exhaust_temp1, lambda_2, oil_temp2, air_temp2, water_temp2, exhaust_temp2, tinj_1, tinj_2, sweep, temp, datapoints1, datapoints2
807.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5714.65,7000.00,0.00,60.00,0.00,0.00,
941.00,1750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8476.25,7000.00,0.00,60.00,0.00,0.00,
1058.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5327.26,8404.80,0.00,60.00,0.00,0.00,
1175.00,2250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5910.45,6187.79,0.00,60.00,0.00,0.00,
1292.00,2500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6277.82,6019.36,0.00,60.00,0.00,0.00,
1410.00,2750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6858.18,6124.50,0.00,60.00,0.00,0.00,
1527.00,3000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6607.49,6233.96,0.00,60.00,0.00,0.00,
1644.00,3250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6486.60,5993.66,0.00,60.00,0.00,0.00,
1761.00,3500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6334.56,6336.20,0.00,60.00,0.00,0.00,
1878.00,3750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6416.38,6036.41,0.00,60.00,0.00,0.00,
time_ms,  RPM, lambda_1, oil_temp1, air_temp1, water_temp1, exhaust_temp1, lambda_2, oil_temp2, air_temp2, water_temp2, exhaust_temp2, tinj_1, tinj_2, sweep, temp, datapoints1, datapoints2
751.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5714.65,7000.00,0.00,60.00,0.00,0.00,
866.00,1750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8476.25,7000.00,0.00,60.00,0.00,0.00,
982.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5327.26,8404.80,0.00,60.00,0.00,0.00,
1098.00,2250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5910.45,6187.79,0.00,60.00,0.00,0.00,
1214.00,2500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6277.82,6019.36,0.00,60.00,0.00,0.00,
1331.00,2750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6858.18,6124.50,0.00,60.00,0.00,0.00,
1448.00,3000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6607.49,6233.96,0.00,60.00,0.00,0.00,
1594.00,3250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6486.60,5993.66,0.00,60.00,0.00,0.00,
1709.00,3500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6334.56,6336.20,0.00,60.00,0.00,0.00,
1824.00,3750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6416.38,6036.41,0.00,60.00,0.00,0.00,
time_ms,  RPM, lambda_1, oil_temp1, air_temp1, water_temp1, exhaust_temp1, lambda_2, oil_temp2, air_temp2, water_temp2, exhaust_temp2, tinj_1, tinj_2, sweep, temp, datapoints1, datapoints2
750.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5714.65,7000.00,0.00,60.00,0.00,0.00,
868.00,1750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8476.25,7000.00,0.00,60.00,0.00,0.00,
985.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5327.26,8404.80,0.00,60.00,0.00,0.00,
1101.00,2250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5910.45,6187.79,0.00,60.00,0.00,0.00,
1217.00,2500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6277.82,6019.36,0.00,60.00,0.00,0.00,
1333.00,2750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6858.18,6124.50,0.00,60.00,0.00,0.00,
1477.00,3000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6607.49,6233.96,0.00,60.00,0.00,0.00,
1592.00,3250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6486.60,5993.66,0.00,60.00,0.00,0.00,
1707.00,3500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6334.56,6336.20,0.00,60.00,0.00,0.00,
1822.00,3750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6416.38,6036.41,0.00,60.00,0.00,0.00,
50592.00,1500.00,0.91,51.28,29.64,60.35,-77.86,1.51,51.37,28.33,60.32,-199.92,5537.38,7000.00,1.00,60.00,2060.00,144.00,
50708.00,1750.00,1.06,51.30,29.63,60.35,-71.13,1.24,51.47,28.14,60.33,-199.92,8603.86,7000.00,1.00,60.00,1899.00,415.00,
50824.00,2000.00,0.88,51.29,29.40,60.33,-134.99,0.88,51.67,27.89,60.44,-199.93,5090.52,8160.98,1.00,60.00,615.00,2580.00,
50940.00,2250.00,1.03,51.31,29.35,60.26,-153.19,0.98,52.00,27.27,60.66,-199.93,5961.06,6148.52,1.00,60.00,498.00,2059.00,
51056.00,2500.00,1.04,51.35,29.25,60.27,-177.04,1.01,52.33,26.92,61.01,-199.93,6366.51,6030.25,1.00,60.00,451.00,1811.00,
51172.00,2750.00,0.99,51.32,29.14,60.32,-197.15,1.00,52.60,26.87,61.33,-199.92,6842.20,6116.69,1.00,60.00,323.00,1484.00,
51337.00,3000.00,0.98,51.39,29.06,60.38,-199.92,0.99,52.83,27.14,61.64,-199.92,6565.56,6208.26,1.00,60.00,226.00,1371.00,
51457.00,3250.00,0.99,51.33,28.98,60.27,-199.92,0.97,53.04,27.22,62.04,-199.92,6475.20,5926.69,1.00,60.00,282.00,1446.00,
51577.00,3500.00,1.01,51.35,28.81,60.23,-199.92,0.93,53.30,26.90,62.50,-199.92,6349.49,6203.45,1.00,60.00,194.00,1312.00,
51698.00,3750.00,1.04,51.31,28.74,60.28,-199.92,0.98,53.93,26.93,62.91,-199.92,6486.83,5988.43,1.00,60.00,157.00,1166.00,
337385.00,1500.00,0.90,50.25,28.41,60.97,-86.74,nan,nan,nan,nan,nan,5340.70,7000.00,2.00,60.00,2260.00,0.00,
337504.00,1750.00,1.05,50.25,28.45,60.95,-81.01,1.32,50.26,27.80,60.91,-199.92,8712.68,7000.00,2.00,60.00,1755.00,434.00,
337625.00,2000.00,0.92,50.20,28.25,60.90,-144.52,0.91,50.62,27.87,61.01,-199.93,4939.33,7984.07,2.00,60.00,551.00,2576.00,
337747.00,2250.00,1.05,50.24,28.12,60.86,-164.11,0.99,51.05,28.06,61.28,-199.93,6061.22,6124.15,2.00,60.00,495.00,2140.00,
337869.00,2500.00,1.02,50.23,28.10,60.88,-186.56,1.00,51.26,28.15,61.52,-199.93,6409.84,6022.79,2.00,60.00,404.00,1672.00,
338029.00,2750.00,1.00,50.23,28.11,60.92,-199.92,0.98,51.46,27.78,61.83,-199.92,6839.11,6085.58,2.00,60.00,287.00,1530.00,
338150.00,3000.00,1.00,50.17,27.97,60.92,-199.92,0.98,51.69,27.42,62.23,-199.92,6557.48,6166.77,2.00,60.00,341.00,1366.00,
338271.00,3250.00,0.99,50.19,27.99,60.86,-199.92,0.95,51.92,27.03,62.59,-199.92,6463.98,5822.33,2.00,60.00,245.00,1478.00,
338392.00,3500.00,0.99,50.21,27.94,60.84,-199.92,0.93,52.39,26.55,62.95,-199.92,6333.51,6059.93,2.00,60.00,193.00,1247.00,
338514.00,3750.00,0.99,50.19,27.96,60.85,-199.92,0.98,53.35,26.58,63.32,-199.92,6474.79,5939.52,2.00,60.00,149.00,1168.00,
338638.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5570.73,7000.00,2.00,65.00,0.00,0.00,
338760.00,1750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7901.88,7000.00,2.00,65.00,0.00,0.00,
338881.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5787.69,7321.92,2.00,65.00,0.00,0.00,
339001.00,2250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6143.29,6399.63,2.00,65.00,0.00,0.00,
339122.00,2500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6448.05,6249.05,2.00,65.00,0.00,0.00,
339305.00,2750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6689.66,6340.76,2.00,65.00,0.00,0.00,
339426.00,3000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7069.35,6699.93,2.00,65.00,0.00,0.00,
339547.00,3250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6841.09,6856.73,2.00,65.00,0.00,0.00,
339668.00,3500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6620.07,7160.00,2.00,65.00,0.00,0.00,
339788.00,3750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6606.11,6283.64,2.00,65.00,0.00,0.00,
399599.00,1500.00,0.88,52.41,25.52,69.34,-148.02,1.51,0.20,0.09,0.27,15.22,5323.42,7000.00,3.00,65.00,2479.00,60.00,
399721.00,1750.00,1.06,52.41,25.51,69.32,-144.43,1.40,0.20,0.09,0.27,15.22,8017.31,7000.00,3.00,65.00,1552.00,184.00,
399842.00,2000.00,0.98,52.31,25.50,69.25,-199.92,0.92,0.20,0.09,0.27,15.22,5741.27,7154.07,3.00,65.00,557.00,2643.00,
399963.00,2250.00,1.03,52.29,25.42,69.21,-199.92,1.00,0.21,0.10,0.27,15.22,6197.86,6400.17,3.00,65.00,501.00,2248.00,
400115.00,2500.00,1.01,52.29,25.35,69.20,-199.92,0.98,0.21,0.10,0.19,15.22,6469.51,6216.76,3.00,65.00,449.00,1673.00,
400231.00,2750.00,1.00,51.50,7.02,17.94,-196.64,0.98,0.21,0.10,0.27,15.22,6692.97,6307.02,3.00,65.00,328.00,1528.00,
400348.00,3000.00,0.99,0.20,0.09,0.26,15.22,1.02,0.21,0.10,0.27,15.22,7042.69,6740.09,3.00,65.00,301.00,1442.00,
400464.00,3250.00,1.00,0.20,0.09,0.27,15.22,1.05,0.21,0.10,0.27,15.22,6836.54,6962.64,3.00,65.00,280.00,1306.00,
400580.00,3500.00,1.00,0.20,0.09,0.27,15.22,1.02,0.21,0.09,0.27,15.22,6619.35,7207.36,3.00,65.00,226.00,1412.00,
400696.00,3750.00,1.01,0.20,0.09,0.27,15.22,0.99,0.21,0.09,0.27,15.22,6622.56,6263.42,3.00,65.00,118.00,1137.00,
time_ms,  RPM, lambda_1, oil_temp1, air_temp1, water_temp1, exhaust_temp1, lambda_2, oil_temp2, air_temp2, water_temp2, exhaust_temp2, tinj_1, tinj_2, sweep, temp, datapoints1, datapoints2
819.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5340.70,7000.00,0.00,60.00,0.00,0.00,
948.00,1750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8712.68,7000.00,0.00,60.00,0.00,0.00,
1076.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4939.33,7984.07,0.00,60.00,0.00,0.00,
1205.00,2250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6061.22,6124.15,0.00,60.00,0.00,0.00,
1413.00,2500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6409.84,6022.79,0.00,60.00,0.00,0.00,
1529.00,2750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6839.11,6085.58,0.00,60.00,0.00,0.00,
1646.00,3000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6557.48,6166.77,0.00,60.00,0.00,0.00,
1762.00,3250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6463.98,5822.33,0.00,60.00,0.00,0.00,
1878.00,3500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6333.51,6059.93,0.00,60.00,0.00,0.00,
1994.00,3750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6474.79,5939.52,0.00,60.00,0.00,0.00,
time_ms,  RPM, lambda_1, oil_temp1, air_temp1, water_temp1, exhaust_temp1, lambda_2, oil_temp2, air_temp2, water_temp2, exhaust_temp2, tinj_1, tinj_2, sweep, temp, datapoints1, datapoints2
792.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5340.70,7000.00,0.00,60.00,0.00,0.00,
908.00,1750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8712.68,7000.00,0.00,60.00,0.00,0.00,
1024.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4939.33,7984.07,0.00,60.00,0.00,0.00,
1140.00,2250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6061.22,6124.15,0.00,60.00,0.00,0.00,
1258.00,2500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6409.84,6022.79,0.00,60.00,0.00,0.00,
1375.00,2750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6839.11,6085.58,0.00,60.00,0.00,0.00,
1493.00,3000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6557.48,6166.77,0.00,60.00,0.00,0.00,
1611.00,3250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6463.98,5822.33,0.00,60.00,0.00,0.00,
1728.00,3500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6333.51,6059.93,0.00,60.00,0.00,0.00,
1943.00,3750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6474.79,5939.52,0.00,60.00,0.00,0.00,
time_ms,  RPM, lambda_1, oil_temp1, air_temp1, water_temp1, exhaust_temp1, lambda_2, oil_temp2, air_temp2, water_temp2, exhaust_temp2, tinj_1, tinj_2, sweep, temp, datapoints1, datapoints2
815.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5340.70,7000.00,0.00,60.00,0.00,0.00,
932.00,1750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8712.68,7000.00,0.00,60.00,0.00,0.00,
1048.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4939.33,7984.07,0.00,60.00,0.00,0.00,
1164.00,2250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6061.22,6124.15,0.00,60.00,0.00,0.00,
1281.00,2500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6409.84,6022.79,0.00,60.00,0.00,0.00,
1398.00,2750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6839.11,6085.58,0.00,60.00,0.00,0.00,
1516.00,3000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6557.48,6166.77,0.00,60.00,0.00,0.00,
1634.00,3250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6463.98,5822.33,0.00,60.00,0.00,0.00,
1794.00,3500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6333.51,6059.93,0.00,60.00,0.00,0.00,
1910.00,3750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6474.79,5939.52,0.00,60.00,0.00,0.00,
