time_ms,  RPM, lambda_1, oil_temp1, air_temp1, water_temp1, lambda_2, ,oil_temp2, air_temp2, water_temp2, t_inj_1, t_inj_2, sweep,
716998.00,3500.00,1.04,46.94,0.00,61.35,1.01,50.95,0.00,62.82,5393.54,5378.35,6.00,
717085.00,3750.00,1.13,47.35,0.00,62.91,1.03,51.87,0.00,64.63,5393.54,5387.42,6.00,
717171.00,4000.00,nan,nan,nan,nan,1.13,51.65,0.00,63.45,5300.00,5390.69,6.00,
717275.00,4250.00,nan,nan,nan,nan,nan,nan,nan,nan,5300.00,5300.00,6.00,
717361.00,4500.00,nan,nan,nan,nan,nan,nan,nan,nan,5300.00,5300.00,6.00,
717448.00,4750.00,nan,nan,nan,nan,nan,nan,nan,nan,5300.00,5300.00,6.00,
717534.00,5000.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,6.00,
717621.00,5250.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,6.00,
717707.00,5500.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,6.00,
717793.00,5750.00,nan,nan,nan,nan,nan,nan,nan,nan,4501.00,4501.00,6.00,
717879.00,6000.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,6.00,
759233.00,0.00,1.33,48.17,0.00,64.43,nan,nan,nan,nan,7214.41,7000.00,7.00,
759318.00,250.00,nan,nan,nan,nan,nan,nan,nan,nan,7000.00,7000.00,7.00,
759404.00,500.00,1.47,50.34,0.00,75.32,nan,nan,nan,nan,7140.31,7000.00,7.00,
759490.00,750.00,1.29,47.91,0.00,62.35,nan,nan,nan,nan,7197.50,7000.00,7.00,
759576.00,1000.00,nan,nan,nan,nan,nan,nan,nan,nan,7000.00,7000.00,7.00,
759661.00,1250.00,1.13,48.10,0.00,63.51,nan,nan,nan,nan,7093.54,7000.00,7.00,
759810.00,1500.00,1.47,47.72,0.00,46.53,nan,nan,nan,nan,7327.39,7000.00,7.00,
759895.00,1750.00,0.89,48.86,0.00,65.75,1.11,47.70,0.00,62.12,6111.65,6093.54,7.00,
759980.00,2000.00,0.85,47.66,0.00,63.26,1.39,48.41,0.00,65.09,5554.39,5776.19,7.00,
760065.00,2250.00,0.92,48.17,0.00,64.65,1.11,48.27,0.00,64.20,5277.89,5393.34,7.00,
760151.00,2500.00,1.02,48.21,0.00,65.76,0.95,48.84,0.00,66.10,5300.00,5385.29,7.00,
760237.00,2750.00,1.01,47.99,0.00,64.68,0.94,48.90,0.00,64.82,5372.16,5381.46,7.00,
760323.00,3000.00,1.13,48.00,0.00,64.34,1.00,49.64,0.00,64.49,5393.54,5386.35,7.00,
760409.00,3250.00,1.12,48.48,0.00,67.20,1.02,50.71,0.00,64.65,5393.54,5386.75,7.00,
760495.00,3500.00,1.03,47.62,0.00,63.68,1.00,51.67,0.00,64.58,5393.54,5378.35,7.00,
760581.00,3750.00,1.11,48.24,0.00,65.88,1.01,53.04,0.00,67.42,5393.54,5387.42,7.00,
760667.00,4000.00,nan,nan,nan,nan,1.11,52.67,0.00,66.13,5300.00,5390.69,7.00,
760753.00,4250.00,nan,nan,nan,nan,nan,nan,nan,nan,5300.00,5300.00,7.00,
760877.00,4500.00,nan,nan,nan,nan,nan,nan,nan,nan,5300.00,5300.00,7.00,
760962.00,4750.00,nan,nan,nan,nan,nan,nan,nan,nan,5300.00,5300.00,7.00,
761046.00,5000.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,7.00,
761130.00,5250.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,7.00,
761214.00,5500.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,7.00,
761300.00,5750.00,nan,nan,nan,nan,nan,nan,nan,nan,4501.00,4501.00,7.00,
761386.00,6000.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,7.00,
868188.00,0.00,1.35,48.61,0.00,67.00,nan,nan,nan,nan,7249.70,7000.00,8.00,
868274.00,250.00,nan,nan,nan,nan,nan,nan,nan,nan,7000.00,7000.00,8.00,
868360.00,500.00,1.47,50.34,0.00,75.32,nan,nan,nan,nan,7187.08,7000.00,8.00,
868446.00,750.00,1.32,48.51,0.00,65.83,nan,nan,nan,nan,7229.59,7000.00,8.00,
868532.00,1000.00,nan,nan,nan,nan,nan,nan,nan,nan,7000.00,7000.00,8.00,
868617.00,1250.00,1.14,48.18,0.00,63.99,nan,nan,nan,nan,7093.54,7000.00,8.00,
868741.00,1500.00,1.47,47.72,0.00,46.53,nan,nan,nan,nan,7374.16,7000.00,8.00,
868826.00,1750.00,0.85,49.24,0.00,68.38,1.14,47.94,0.00,63.29,6111.65,6093.54,8.00,
868911.00,2000.00,0.85,47.88,0.00,64.38,1.39,48.69,0.00,66.30,5554.39,5815.41,8.00,
868996.00,2250.00,0.93,48.49,0.00,66.44,1.11,48.82,0.00,66.40,5277.89,5393.34,8.00,
869081.00,2500.00,1.03,48.54,0.00,67.52,0.94,49.52,0.00,68.15,5300.00,5385.29,8.00,
869167.00,2750.00,1.01,48.39,0.00,66.75,0.92,49.64,0.00,67.10,5372.16,5381.46,8.00,
869253.00,3000.00,1.13,48.42,0.00,66.52,0.98,50.23,0.00,66.55,5393.54,5386.35,8.00,
869339.00,3250.00,1.12,48.77,0.00,68.65,1.01,51.25,0.00,66.81,5393.54,5386.75,8.00,
869424.00,3500.00,1.04,47.99,0.00,65.40,0.98,52.19,0.00,67.07,5393.54,5378.35,8.00,
869511.00,3750.00,1.10,48.70,0.00,68.04,1.00,53.47,0.00,69.41,5393.54,5387.42,8.00,
869596.00,4000.00,nan,nan,nan,nan,1.09,53.43,0.00,68.64,5300.00,5390.69,8.00,
869683.00,4250.00,nan,nan,nan,nan,nan,nan,nan,nan,5300.00,5300.00,8.00,
869768.00,4500.00,nan,nan,nan,nan,nan,nan,nan,nan,5300.00,5300.00,8.00,
869882.00,4750.00,nan,nan,nan,nan,nan,nan,nan,nan,5300.00,5300.00,8.00,
869967.00,5000.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,8.00,
870052.00,5250.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,8.00,
870136.00,5500.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,8.00,
870220.00,5750.00,nan,nan,nan,nan,nan,nan,nan,nan,4501.00,4501.00,8.00,
870305.00,6000.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,8.00,
1109601.00,0.00,1.36,48.85,0.00,67.43,nan,nan,nan,nan,7286.17,7000.00,9.00,
1109686.00,250.00,nan,nan,nan,nan,nan,nan,nan,nan,7000.00,7000.00,9.00,
1109771.00,500.00,1.47,50.34,0.00,75.32,nan,nan,nan,nan,7233.85,7000.00,9.00,
1109856.00,750.00,1.35,49.01,0.00,66.90,nan,nan,nan,nan,7264.67,7000.00,9.00,
1109947.00,1000.00,nan,nan,nan,nan,nan,nan,nan,nan,7000.00,7000.00,9.00,
1110092.00,1250.00,1.21,48.76,0.00,65.44,nan,nan,nan,nan,7114.33,7000.00,9.00,
1110185.00,1500.00,1.47,47.72,0.00,46.53,nan,nan,nan,nan,7420.93,7000.00,9.00,
1110279.00,1750.00,0.86,49.48,0.00,68.76,1.14,47.94,0.00,63.29,6111.65,6093.54,9.00,
1110372.00,2000.00,0.86,48.11,0.00,64.90,1.41,49.26,0.00,67.37,5554.39,5856.46,9.00,
1110466.00,2250.00,0.95,48.78,0.00,67.00,1.12,49.15,0.00,66.94,5277.89,5393.34,9.00,
1110557.00,2500.00,1.07,48.80,0.00,67.92,0.95,49.86,0.00,68.54,5300.00,5385.29,9.00,
1110643.00,2750.00,1.04,48.60,0.00,67.11,0.93,49.98,0.00,67.59,5372.16,5381.46,9.00,
1110729.00,3000.00,1.15,48.71,0.00,67.04,0.99,50.46,0.00,66.97,5393.54,5386.35,9.00,
1110815.00,3250.00,1.16,49.12,0.00,69.06,1.02,51.50,0.00,67.43,5393.54,5386.75,9.00,
1110901.00,3500.00,1.06,48.32,0.00,66.05,0.99,52.35,0.00,67.71,5393.54,5378.35,9.00,
1110987.00,3750.00,1.12,48.86,0.00,68.26,1.01,53.57,0.00,69.83,5393.54,5387.42,9.00,
1111073.00,4000.00,nan,nan,nan,nan,1.10,53.50,0.00,68.91,5300.00,5390.69,9.00,
1111158.00,4250.00,nan,nan,nan,nan,nan,nan,nan,nan,5300.00,5300.00,9.00,
1111309.00,4500.00,nan,nan,nan,nan,nan,nan,nan,nan,5300.00,5300.00,9.00,
1111394.00,4750.00,nan,nan,nan,nan,nan,nan,nan,nan,5300.00,5300.00,9.00,
1111479.00,5000.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,9.00,
1111563.00,5250.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,9.00,
1111649.00,5500.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,9.00,
1111735.00,5750.00,nan,nan,nan,nan,nan,nan,nan,nan,4501.00,4501.00,9.00,
1111821.00,6000.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,9.00,
1308197.00,0.00,1.37,48.96,0.00,67.53,nan,nan,nan,nan,7323.17,7000.00,10.00,
1308283.00,250.00,nan,nan,nan,nan,nan,nan,nan,nan,7000.00,7000.00,10.00,
1308369.00,500.00,1.47,50.34,0.00,75.32,nan,nan,nan,nan,7280.62,7000.00,10.00,
1308455.00,750.00,1.37,49.28,0.00,67.21,nan,nan,nan,nan,7301.25,7000.00,10.00,
1308574.00,1000.00,nan,nan,nan,nan,nan,nan,nan,nan,7000.00,7000.00,10.00,
1308658.00,1250.00,1.21,48.76,0.00,65.44,nan,nan,nan,nan,7135.12,7000.00,10.00,
1308743.00,1500.00,1.47,47.72,0.00,46.53,nan,nan,nan,nan,7467.70,7000.00,10.00,
1308827.00,1750.00,0.87,49.67,0.00,68.83,1.22,48.77,0.00,64.81,6111.65,6115.90,10.00,
1308912.00,2000.00,0.88,48.32,0.00,65.21,1.41,49.26,0.00,67.37,5554.39,5897.51,10.00,
1308998.00,2250.00,0.97,49.05,0.00,67.29,1.13,49.38,0.00,67.16,5277.89,5393.34,10.00,
1309084.00,2500.00,1.09,48.97,0.00,68.02,0.96,50.12,0.00,68.64,5300.00,5385.29,10.00,
1309169.00,2750.00,1.07,48.80,0.00,67.30,0.93,50.25,0.00,67.80,5372.16,5381.46,10.00,
1309255.00,3000.00,1.17,49.03,0.00,67.36,1.00,50.72,0.00,67.30,5393.54,5386.35,10.00,
1309341.00,3250.00,1.18,49.28,0.00,69.08,1.03,51.67,0.00,67.68,5393.54,5386.75,10.00,
1309427.00,3500.00,1.09,48.51,0.00,66.28,0.99,52.52,0.00,67.98,5393.54,5378.35,10.00,
1309513.00,3750.00,1.15,49.15,0.00,68.40,1.02,53.73,0.00,69.97,5393.54,5387.42,10.00,
1309599.00,4000.00,nan,nan,nan,nan,1.10,53.59,0.00,69.03,5300.00,5390.69,10.00,
1309751.00,4250.00,nan,nan,nan,nan,nan,nan,nan,nan,5300.00,5300.00,10.00,
1309836.00,4500.00,nan,nan,nan,nan,nan,nan,nan,nan,5300.00,5300.00,10.00,
1309921.00,4750.00,nan,nan,nan,nan,nan,nan,nan,nan,5300.00,5300.00,10.00,
1310006.00,5000.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,10.00,
1310092.00,5250.00,nan,nan,nan,nan,nan,nan,nan,nan,4500.00,4500.00,10.00,
