OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C), Air Temperature (C), Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle, burning
4217.00,1970-01-01 00:00:04.217,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.21,45.37,67.44,-79.71,41.96,-0.35,0.01,17.00,10.00,0.00,0.00
4317.00,1970-01-01 00:00:04.317,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.20,45.37,67.44,-79.71,41.96,-0.38,-0.00,17.00,10.00,0.00,0.00
4417.00,1970-01-01 00:00:04.417,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.21,45.39,67.41,-79.58,41.95,-0.33,-0.00,17.00,10.00,0.00,0.00
4517.00,1970-01-01 00:00:04.517,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.19,45.39,67.41,-79.58,41.95,-0.37,-0.01,17.00,10.00,0.00,0.00
4617.00,1970-01-01 00:00:04.617,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.12,45.29,67.37,-79.51,41.95,-0.37,0.01,17.00,10.00,0.00,0.00
4717.00,1970-01-01 00:00:04.717,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.18,45.29,67.37,-79.51,41.95,-0.38,0.00,17.00,10.00,0.00,0.00
4817.00,1970-01-01 00:00:04.817,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.22,45.29,67.37,-79.51,41.88,-0.35,0.00,17.00,10.00,0.00,0.00
4917.00,1970-01-01 00:00:04.917,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.08,45.28,67.41,-79.51,41.88,-0.37,0.00,17.00,10.00,0.00,0.00
5017.00,1970-01-01 00:00:05.017,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.20,45.28,67.41,-79.51,41.88,-0.38,0.01,17.00,10.00,0.00,0.00
5117.00,1970-01-01 00:00:05.117,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.24,45.28,67.41,-79.51,41.88,-0.37,0.01,17.00,10.00,0.00,0.00
5217.00,1970-01-01 00:00:05.217,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.24,45.39,67.41,-79.36,41.82,-0.37,0.00,17.00,10.00,0.00,0.00
5317.00,1970-01-01 00:00:05.317,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.24,45.39,67.41,-79.36,41.82,-0.37,-0.00,17.00,10.00,0.00,0.00
5417.00,1970-01-01 00:00:05.417,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.10,45.35,67.41,-79.34,41.82,-0.36,-0.01,17.00,10.00,0.00,0.00
5517.00,1970-01-01 00:00:05.517,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.08,45.35,67.41,-79.34,41.82,-0.37,0.00,17.00,10.00,0.00,0.00
5617.00,1970-01-01 00:00:05.617,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.24,45.35,67.41,-79.34,41.83,-0.34,0.00,17.00,10.00,0.00,0.00
5717.00,1970-01-01 00:00:05.717,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.11,45.42,67.27,-79.25,41.83,-0.38,-0.00,17.00,10.00,0.00,0.00
5817.00,1970-01-01 00:00:05.817,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.11,45.42,67.27,-79.25,41.83,-0.36,-0.00,17.00,10.00,0.00,0.00
5917.00,1970-01-01 00:00:05.917,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.21,45.35,67.34,-79.17,41.83,-0.36,0.01,17.00,10.00,0.00,0.00
6017.00,1970-01-01 00:00:06.017,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.21,45.35,67.34,-79.17,41.80,-0.35,-0.00,17.00,10.00,0.00,0.00
6117.00,1970-01-01 00:00:06.117,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.08,45.35,67.34,-79.17,41.80,-0.35,-0.01,17.00,10.00,0.00,0.00
6217.00,1970-01-01 00:00:06.217,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.21,45.40,67.39,-79.09,41.80,-0.38,-0.00,17.00,10.00,0.00,0.00
6317.00,1970-01-01 00:00:06.317,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.22,45.40,67.39,-79.09,41.80,-0.36,-0.00,17.00,10.00,0.00,0.00
6417.00,1970-01-01 00:00:06.417,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.25,45.40,67.39,-79.09,41.78,-0.36,0.00,17.00,10.00,0.00,0.00
6517.00,1970-01-01 00:00:06.517,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.24,45.34,67.34,-78.97,41.78,-0.37,0.00,17.00,10.00,0.00,0.00
6617.00,1970-01-01 00:00:06.617,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.19,45.34,67.34,-78.97,41.78,-0.37,-0.00,17.00,10.00,0.00,0.00
6717.00,1970-01-01 00:00:06.717,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.09,45.28,67.31,-78.80,41.78,-0.38,0.00,17.00,10.00,0.00,0.00
6817.00,1970-01-01 00:00:06.817,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.24,45.28,67.31,-78.80,41.70,-0.34,-0.00,17.00,10.00,0.00,0.00
6917.00,1970-01-01 00:00:06.917,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.17,45.28,67.31,-78.80,41.70,-0.40,-0.02,17.00,10.00,0.00,0.00
7017.00,1970-01-01 00:00:07.017,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.20,45.30,67.31,-78.63,41.70,-0.37,-0.01,17.00,10.00,0.00,0.00
7117.00,1970-01-01 00:00:07.117,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.21,45.30,67.31,-78.63,41.70,-0.34,-0.01,17.00,10.00,0.00,0.00
7217.00,1970-01-01 00:00:07.217,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.20,45.28,67.25,-78.71,41.70,-0.37,-0.01,17.00,10.00,0.00,0.00
7317.00,1970-01-01 00:00:07.317,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.07,45.28,67.25,-78.71,41.70,-0.35,-0.02,17.00,10.00,0.00,0.00
7417.00,1970-01-01 00:00:07.417,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.20,45.28,67.25,-78.71,41.70,-0.38,-0.01,17.00,10.00,0.00,0.00
7517.00,1970-01-01 00:00:07.517,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.22,45.26,67.25,-78.49,41.70,-0.37,-0.02,17.00,10.00,0.00,0.00
7617.00,1970-01-01 00:00:07.617,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.24,45.26,67.25,-78.49,41.67,-0.35,-0.04,17.00,10.00,0.00,0.00
7717.00,1970-01-01 00:00:07.717,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.24,45.26,67.25,-78.49,41.67,-0.36,-0.04,17.00,10.00,0.00,0.00
7817.00,1970-01-01 00:00:07.817,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.18,45.29,67.23,-78.46,41.67,-0.35,-0.04,17.00,10.00,0.00,0.00
7917.00,1970-01-01 00:00:07.917,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.08,45.29,67.23,-78.46,41.67,-0.38,-0.04,17.00,10.00,0.00,0.00
8017.00,1970-01-01 00:00:08.017,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.24,45.41,67.20,-78.39,41.67,-0.34,-0.04,17.00,10.00,0.00,0.00
8117.00,1970-01-01 00:00:08.117,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.18,45.41,67.20,-78.39,41.67,-0.36,-0.04,17.00,10.00,0.00,0.00
8217.00,1970-01-01 00:00:08.217,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.09,45.41,67.20,-78.39,41.67,-0.38,-0.03,17.00,10.00,0.00,0.00
8317.00,1970-01-01 00:00:08.317,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.20,45.33,67.22,-78.31,41.67,-0.35,-0.02,17.00,10.00,0.00,0.00
8417.00,1970-01-01 00:00:08.417,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.24,45.33,67.22,-78.31,41.55,-0.37,0.01,17.00,10.00,0.00,0.00
8517.00,1970-01-01 00:00:08.517,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.22,45.33,67.10,-78.16,41.55,-0.34,-0.02,17.00,10.00,0.00,0.00
8617.00,1970-01-01 00:00:08.617,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.21,45.33,67.10,-78.16,41.55,-0.39,-0.02,17.00,10.00,0.00,0.00
8717.00,1970-01-01 00:00:08.717,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.24,45.33,67.10,-78.16,41.55,-0.37,-0.03,17.00,10.00,0.00,0.00
8817.00,1970-01-01 00:00:08.817,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.25,45.28,67.17,-78.16,41.50,-0.38,-0.02,17.00,10.00,0.00,0.00
8917.00,1970-01-01 00:00:08.917,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.19,45.28,67.17,-78.16,41.50,-0.38,-0.02,17.00,10.00,0.00,0.00
9017.00,1970-01-01 00:00:09.017,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.08,45.28,67.17,-78.16,41.50,-0.35,-0.05,17.00,10.00,0.00,0.00
9117.00,1970-01-01 00:00:09.117,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.07,45.28,67.15,-78.02,41.50,-0.40,-0.03,17.00,10.00,0.00,0.00
9217.00,1970-01-01 00:00:09.217,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.24,45.28,67.15,-78.02,41.57,-0.34,-0.03,17.00,10.00,0.00,0.00
9317.00,1970-01-01 00:00:09.317,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.19,45.29,67.17,-77.93,41.57,-0.35,-0.02,17.00,10.00,0.00,0.00
9417.00,1970-01-01 00:00:09.417,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.10,45.29,67.17,-77.93,41.57,-0.37,-0.02,17.00,10.00,0.00,0.00
9517.00,1970-01-01 00:00:09.517,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.20,45.29,67.17,-77.93,41.57,-0.34,-0.01,17.00,10.00,0.00,0.00
9617.00,1970-01-01 00:00:09.617,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.23,45.35,67.15,-77.93,41.31,-0.36,-0.01,17.00,10.00,0.00,0.00
9717.00,1970-01-01 00:00:09.717,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.22,45.35,67.15,-77.93,41.31,-0.36,-0.01,17.00,10.00,0.00,0.00
9817.00,1970-01-01 00:00:09.817,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.21,45.37,67.13,-77.80,41.31,-0.39,0.01,17.00,10.00,0.00,0.00
9917.00,1970-01-01 00:00:09.917,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.25,45.37,67.13,-77.80,41.31,-0.36,-0.00,17.00,10.00,0.00,0.00
10030.00,1970-01-01 00:00:10.030,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.25,45.37,67.13,-77.80,41.34,-0.35,0.02,17.00,10.00,0.00,0.00
10130.00,1970-01-01 00:00:10.130,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.17,45.26,67.15,-77.73,41.34,-0.37,0.00,17.00,10.00,0.00,0.00
10230.00,1970-01-01 00:00:10.230,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.17,45.26,67.15,-77.73,41.34,-0.34,0.01,17.00,10.00,0.00,0.00
10330.00,1970-01-01 00:00:10.330,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.24,45.34,67.04,-77.59,41.34,-0.39,0.00,17.00,10.00,0.00,0.00
10430.00,1970-01-01 00:00:10.430,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.08,45.34,67.04,-77.59,41.31,-0.36,0.01,17.00,10.00,0.00,0.00
10530.00,1970-01-01 00:00:10.530,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.21,45.34,67.04,-77.59,41.31,-0.37,0.00,17.00,10.00,0.00,0.00
10630.00,1970-01-01 00:00:10.630,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.24,45.22,67.10,-77.57,41.31,-0.38,0.02,17.00,10.00,0.00,0.00
10730.00,1970-01-01 00:00:10.730,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.06,45.22,67.10,-77.57,41.31,-0.35,0.00,17.00,10.00,0.00,0.00
10830.00,1970-01-01 00:00:10.830,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.22,45.22,67.10,-77.57,41.25,-0.38,0.01,17.00,10.00,0.00,0.00
10930.00,1970-01-01 00:00:10.930,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.11,45.27,67.13,-77.40,41.25,-0.34,0.01,17.00,10.00,0.00,0.00
11030.00,1970-01-01 00:00:11.030,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.10,45.27,67.13,-77.40,41.25,-0.37,-0.00,17.00,10.00,0.00,0.00
11130.00,1970-01-01 00:00:11.130,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.20,45.33,67.10,-77.41,41.25,-0.38,0.00,17.00,10.00,0.00,0.00
11230.00,1970-01-01 00:00:11.230,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.10,45.33,67.10,-77.41,41.19,-0.36,0.00,17.00,10.00,0.00,0.00
11330.00,1970-01-01 00:00:11.330,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.12,45.33,67.10,-77.41,41.19,-0.37,-0.00,17.00,10.00,0.00,0.00
11430.00,1970-01-01 00:00:11.430,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.17,45.28,67.09,-77.29,41.19,-0.33,0.00,17.00,10.00,0.00,0.00
11530.00,1970-01-01 00:00:11.530,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.23,45.28,67.09,-77.29,41.19,-0.40,-0.00,17.00,10.00,0.00,0.00
11630.00,1970-01-01 00:00:11.630,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.20,45.30,66.99,-77.29,41.21,-0.36,0.01,17.00,10.00,0.00,0.00
11730.00,1970-01-01 00:00:11.730,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.21,45.30,66.99,-77.29,41.21,-0.36,0.00,17.00,10.00,0.00,0.00
11830.00,1970-01-01 00:00:11.830,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.23,45.30,66.99,-77.29,41.21,-0.36,0.01,17.00,10.00,0.00,0.00
11930.00,1970-01-01 00:00:11.930,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.06,45.28,67.09,-77.09,41.21,-0.35,0.01,17.00,10.00,0.00,0.00
12030.00,1970-01-01 00:00:12.030,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.23,45.28,67.09,-77.09,41.13,-0.38,0.00,17.00,10.00,0.00,0.00
12130.00,1970-01-01 00:00:12.130,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.11,45.28,67.09,-77.09,41.13,-0.35,-0.00,17.00,10.00,0.00,0.00
12230.00,1970-01-01 00:00:12.230,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.19,45.27,66.94,-77.04,41.13,-0.38,0.00,17.00,10.00,0.00,0.00
12330.00,1970-01-01 00:00:12.330,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.21,45.27,66.94,-77.04,41.13,-0.37,-0.00,17.00,10.00,0.00,0.00
12430.00,1970-01-01 00:00:12.430,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.18,45.27,66.97,-76.95,41.02,-0.36,-0.01,17.00,10.00,0.00,0.00
12530.00,1970-01-01 00:00:12.530,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.18,45.27,66.97,-76.95,41.02,-0.38,0.00,17.00,10.00,0.00,0.00
12630.00,1970-01-01 00:00:12.630,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.19,45.27,66.97,-76.95,41.02,-0.34,0.00,17.00,10.00,0.00,0.00
12730.00,1970-01-01 00:00:12.730,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.23,45.24,66.98,-76.84,41.02,-0.40,0.00,17.00,10.00,0.00,0.00
12830.00,1970-01-01 00:00:12.830,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.24,45.24,66.98,-76.84,41.05,-0.35,0.00,17.00,10.00,0.00,0.00
12930.00,1970-01-01 00:00:12.930,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.22,45.27,66.92,-76.75,41.05,-0.36,0.00,17.00,10.00,0.00,0.00
13030.00,1970-01-01 00:00:13.030,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.22,45.27,66.92,-76.75,41.05,-0.37,0.00,17.00,10.00,0.00,0.00
13130.00,1970-01-01 00:00:13.130,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.06,45.27,66.92,-76.75,41.05,-0.35,0.00,17.00,10.00,0.00,0.00
13230.00,1970-01-01 00:00:13.230,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.25,45.30,66.94,-76.76,41.03,-0.37,-0.00,17.00,10.00,0.00,0.00
13330.00,1970-01-01 00:00:13.330,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.18,45.30,66.94,-76.76,41.03,-0.35,-0.00,17.00,10.00,0.00,0.00
13430.00,1970-01-01 00:00:13.430,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.10,45.30,66.94,-76.76,41.03,-0.36,-0.01,17.00,10.00,0.00,0.00
13530.00,1970-01-01 00:00:13.530,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.23,45.28,66.92,-76.67,41.03,-0.37,0.01,17.00,10.00,0.00,0.00
13630.00,1970-01-01 00:00:13.630,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.19,45.28,66.92,-76.67,40.96,-0.37,0.00,17.00,10.00,0.00,0.00
13730.00,1970-01-01 00:00:13.730,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.11,45.27,66.88,-76.54,40.96,-0.38,-0.01,17.00,10.00,0.00,0.00
13830.00,1970-01-01 00:00:13.830,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.20,45.27,66.88,-76.54,40.96,-0.34,-0.00,17.00,10.00,0.00,0.00
13930.00,1970-01-01 00:00:13.930,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.22,45.27,66.88,-76.54,40.96,-0.41,-0.00,17.00,10.00,0.00,0.00
14030.00,1970-01-01 00:00:14.030,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.07,45.26,66.77,-76.41,40.95,-0.37,0.00,17.00,10.00,0.00,0.00
14130.00,1970-01-01 00:00:14.130,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.22,45.26,66.77,-76.41,40.95,-0.35,-0.01,17.00,10.00,0.00,0.00
14230.00,1970-01-01 00:00:14.230,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.22,45.24,66.84,-76.37,40.95,-0.37,0.00,17.00,10.00,0.00,0.00
14330.00,1970-01-01 00:00:14.330,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.05,45.24,66.84,-76.37,40.95,-0.36,-0.02,17.00,10.00,0.00,0.00
14430.00,1970-01-01 00:00:14.430,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.17,45.24,66.84,-76.37,40.87,-0.37,-0.03,17.00,10.00,0.00,0.00
14530.00,1970-01-01 00:00:14.530,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.10,45.22,66.85,-76.32,40.87,-0.34,-0.01,17.00,10.00,0.00,0.00
14630.00,1970-01-01 00:00:14.630,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.22,45.22,66.85,-76.32,40.87,-0.35,-0.00,17.00,10.00,0.00,0.00
14730.00,1970-01-01 00:00:14.730,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.20,45.22,66.85,-76.32,40.87,-0.36,-0.00,17.00,10.00,0.00,0.00
14830.00,1970-01-01 00:00:14.830,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.17,45.30,66.80,-76.16,40.85,-0.36,-0.02,17.00,10.00,0.00,0.00
14930.00,1970-01-01 00:00:14.930,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.20,45.30,66.80,-76.16,40.85,-0.36,-0.01,17.00,10.00,0.00,0.00
15030.00,1970-01-01 00:00:15.030,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.20,45.20,66.83,-76.04,40.85,-0.33,-0.01,17.00,10.00,0.00,0.00
15130.00,1970-01-01 00:00:15.130,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.21,45.20,66.83,-76.04,40.85,-0.39,-0.01,17.00,10.00,0.00,0.00
