time_ms,  RPM, lambda_1, oil_temp1, air_temp1, water_temp1, exhaust_temp1, lambda_2, oil_temp2, air_temp2, water_temp2, exhaust_temp2, t_inj_1, t_inj_2, sweep, datapoints1, datapoints2, 
223088.00,4000.00,1.14,48.37,27.02,80.47,-199.92,1.10,50.35,26.06,82.34,-199.92,5655.28,5632.76,3.00,9.00,296.00,
250902.00,1500.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6417.73,7256.40,4.00,0.00,0.00,
251013.00,1750.00,0.99,50.36,28.36,85.45,-199.92,nan,nan,nan,nan,nan,5939.44,6512.80,4.00,1480.00,0.00,
251123.00,2000.00,1.07,50.45,28.05,85.45,-199.92,nan,nan,nan,nan,nan,5648.62,6195.73,4.00,324.00,0.00,
251234.00,2250.00,1.10,50.57,27.88,85.45,-199.92,nan,nan,nan,nan,nan,5649.79,5608.76,4.00,208.00,0.00,
251344.00,2500.00,1.10,50.81,27.83,85.45,-199.92,nan,nan,nan,nan,nan,5692.17,5512.81,4.00,256.00,0.00,
251454.00,2750.00,1.07,51.00,27.70,85.45,-199.92,nan,nan,nan,nan,nan,5477.88,5485.41,4.00,147.00,0.00,
251564.00,3000.00,1.10,51.17,27.68,85.51,-199.92,nan,nan,nan,nan,nan,5940.94,5582.75,4.00,123.00,0.00,
251705.00,3250.00,1.02,51.32,27.59,85.57,-199.92,nan,nan,nan,nan,nan,5645.25,5605.75,4.00,163.00,0.00,
251816.00,3500.00,1.08,51.47,27.52,85.64,-199.92,nan,nan,nan,nan,nan,5634.22,5574.99,4.00,157.00,0.00,
251927.00,3750.00,1.10,51.53,27.54,85.70,-199.92,nan,nan,nan,nan,nan,5760.86,5589.36,4.00,74.00,0.00,
252038.00,4000.00,1.06,51.53,27.54,85.70,-199.92,nan,nan,nan,nan,nan,5685.32,5632.76,4.00,20.00,0.00,
271883.00,1500.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6417.73,7256.40,5.00,0.00,0.00,
271992.00,1750.00,0.95,52.40,28.54,86.73,-199.92,nan,nan,nan,nan,nan,5914.59,6512.80,5.00,1444.00,0.00,
272102.00,2000.00,1.08,52.49,28.33,86.73,-199.92,nan,nan,nan,nan,nan,5690.34,6195.73,5.00,357.00,0.00,
272212.00,2250.00,1.04,52.60,28.23,86.73,-199.92,nan,nan,nan,nan,nan,5671.50,5608.76,5.00,208.00,0.00,
272322.00,2500.00,1.04,52.77,28.14,86.73,-199.92,nan,nan,nan,nan,nan,5712.37,5512.81,5.00,157.00,0.00,
272433.00,2750.00,1.02,52.85,28.11,86.73,-199.92,nan,nan,nan,nan,nan,5490.38,5485.41,5.00,277.00,0.00,
272561.00,3000.00,1.04,52.97,28.06,86.73,-199.92,nan,nan,nan,nan,nan,5962.97,5582.75,5.00,181.00,0.00,
272672.00,3250.00,0.99,53.12,28.03,86.80,-199.92,nan,nan,nan,nan,nan,5637.84,5605.75,5.00,148.00,0.00,
272783.00,3500.00,1.04,53.21,28.03,86.77,-199.92,nan,nan,nan,nan,nan,5653.49,5574.99,5.00,109.00,0.00,
272895.00,3750.00,1.05,53.27,27.93,86.73,-199.92,nan,nan,nan,nan,nan,5786.14,5589.36,5.00,106.00,0.00,
273006.00,4000.00,1.03,53.27,27.94,86.86,-199.92,nan,nan,nan,nan,nan,5701.31,5632.76,5.00,111.00,0.00,
338886.00,1500.00,nan,nan,nan,nan,nan,1.51,51.58,28.98,85.86,-199.92,6417.73,7512.80,6.00,0.00,20.00,
338996.00,1750.00,1.00,51.10,30.13,86.30,-199.92,1.51,51.58,28.98,85.86,-199.92,5913.12,6769.20,6.00,1500.00,35.00,
339107.00,2000.00,1.12,51.06,29.87,86.30,-199.92,1.21,51.73,29.09,85.95,-199.92,5752.84,6299.21,6.00,356.00,314.00,
339217.00,2250.00,1.04,51.07,29.54,86.30,-199.92,0.97,52.03,29.01,86.00,-199.92,5690.25,5596.01,6.00,240.00,880.00,
339327.00,2500.00,1.07,51.12,29.41,86.30,-199.92,1.03,52.37,28.94,86.19,-199.92,5746.56,5526.66,6.00,164.00,883.00,
339438.00,2750.00,1.03,51.19,29.39,86.30,-199.92,1.02,52.52,28.94,86.36,-199.92,5503.25,5493.98,6.00,165.00,678.00,
339622.00,3000.00,1.10,51.26,29.24,85.89,-199.92,1.05,52.68,29.06,86.62,-199.92,6012.36,5606.15,6.00,192.00,603.00,
339732.00,3250.00,1.00,51.27,29.22,85.88,-199.92,1.05,52.78,29.07,86.74,-199.92,5639.62,5629.50,6.00,115.00,546.00,
339843.00,3500.00,1.09,51.36,29.16,85.88,-199.92,1.04,53.07,29.10,87.00,-199.92,5696.87,5594.35,6.00,107.00,682.00,
339953.00,3750.00,1.07,51.44,29.10,85.89,-199.92,1.06,53.24,29.11,87.23,-199.92,5822.10,5617.12,6.00,147.00,558.00,
340063.00,4000.00,nan,nan,nan,nan,nan,1.06,53.41,29.10,87.38,-199.92,5701.31,5662.52,6.00,0.00,238.00,
805553.00,1500.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6417.73,7512.80,7.00,0.00,0.00,
805662.00,1750.00,1.28,50.96,34.27,66.24,-104.58,1.51,51.05,32.05,66.24,-199.92,6051.66,7025.60,7.00,1409.00,28.00,
805771.00,2000.00,1.17,50.91,33.63,66.24,-178.47,1.49,50.98,31.81,66.24,-199.92,5835.82,6545.71,7.00,254.00,253.00,
805881.00,2250.00,1.18,50.94,33.45,66.24,-198.51,1.20,51.14,31.43,66.24,-199.92,5782.27,5696.62,7.00,327.00,1157.00,
805991.00,2500.00,1.19,50.91,33.24,66.24,-199.92,1.19,51.33,30.74,66.24,-199.92,5843.48,5619.86,7.00,168.00,666.00,
806101.00,2750.00,1.22,50.93,33.01,66.24,-199.92,1.19,51.46,30.22,66.24,-199.92,5612.17,5589.97,7.00,172.00,704.00,
806211.00,3000.00,1.28,50.97,32.84,66.24,-199.92,1.22,51.54,29.72,66.24,-199.92,6150.95,5717.63,7.00,115.00,552.00,
806322.00,3250.00,1.31,50.94,32.74,66.24,-199.92,1.22,51.65,29.41,66.24,-199.92,5793.53,5737.65,7.00,163.00,624.00,
806432.00,3500.00,1.30,50.96,32.65,66.24,-199.92,1.17,51.82,29.01,67.08,-199.92,5847.88,5681.70,7.00,111.00,632.00,
806543.00,3750.00,1.23,50.92,32.45,66.24,-199.92,1.20,51.91,28.72,67.93,-199.92,5938.85,5716.27,7.00,103.00,550.00,
806701.00,4000.00,nan,nan,nan,nan,nan,1.30,51.97,28.52,68.22,-199.92,5701.31,5810.19,7.00,0.00,367.00,
856060.00,1500.00,nan,nan,nan,nan,nan,1.51,53.18,29.55,73.13,-199.92,6417.73,7769.20,8.00,0.00,46.00,
856169.00,1750.00,1.09,53.11,30.69,73.13,-179.21,nan,nan,nan,nan,nan,6097.41,7025.60,8.00,1358.00,0.00,
856278.00,2000.00,1.11,53.02,30.34,73.13,-192.25,1.33,53.29,29.47,73.13,-199.92,5892.62,6709.87,8.00,370.00,223.00,
856389.00,2250.00,1.09,52.98,30.09,73.13,-199.92,1.00,53.59,29.37,73.13,-199.92,5827.97,5694.48,8.00,210.00,1075.00,
856499.00,2500.00,1.07,53.02,30.03,73.13,-199.92,1.06,53.90,29.22,73.70,-199.92,5880.06,5651.71,8.00,153.00,702.00,
856610.00,2750.00,1.09,53.06,29.96,73.13,-199.92,1.05,54.01,29.17,74.42,-199.92,5657.46,5617.26,8.00,100.00,706.00,
856720.00,3000.00,1.11,53.08,29.84,73.13,-199.92,1.07,54.12,29.14,74.69,-199.92,6205.82,5753.26,8.00,136.00,572.00,
856830.00,3250.00,1.06,53.10,29.81,73.13,-199.92,1.06,54.27,28.99,75.03,-199.92,5821.80,5766.91,8.00,171.00,673.00,
856939.00,3500.00,1.12,53.13,29.72,73.13,-199.92,1.05,54.38,28.86,75.37,-199.92,5906.61,5706.29,8.00,104.00,539.00,
857085.00,3750.00,1.09,53.21,29.61,73.13,-199.92,1.06,54.44,28.82,75.68,-199.92,5983.53,5745.91,8.00,99.00,522.00,
857194.00,4000.00,nan,nan,nan,nan,nan,1.07,54.55,28.79,75.97,-199.92,5701.31,5843.47,8.00,0.00,257.00,
1199309.00,1500.00,nan,nan,nan,nan,nan,1.51,51.30,32.07,65.54,-199.92,6417.73,8025.60,9.00,0.00,57.00,
1199419.00,1750.00,1.23,51.07,34.27,65.54,-107.23,1.51,51.27,32.26,65.54,-199.92,6214.10,7282.00,9.00,1765.00,75.00,
1199528.00,2000.00,1.07,51.05,33.62,65.54,-186.89,1.43,51.32,31.93,65.54,-199.92,5926.57,6922.73,9.00,286.00,284.00,
1199638.00,2250.00,1.10,51.06,33.42,65.54,-199.41,1.07,51.45,31.50,65.54,-199.92,5876.70,5728.67,9.00,208.00,1130.00,
1199749.00,2500.00,1.11,51.08,33.27,65.54,-199.92,1.12,51.68,30.73,65.54,-199.92,5934.91,5713.61,9.00,212.00,944.00,
1199859.00,2750.00,1.14,51.08,33.07,65.54,-199.92,1.12,51.80,30.20,65.54,-199.92,5727.24,5678.31,9.00,165.00,703.00,
1200007.00,3000.00,1.20,51.11,32.97,65.54,-199.92,1.13,51.90,29.75,65.54,-199.92,6307.10,5820.11,9.00,199.00,604.00,
1200116.00,3250.00,1.17,51.18,32.82,65.54,-199.92,1.13,52.03,29.32,65.98,-199.92,5908.29,5831.42,9.00,152.00,736.00,
1200225.00,3500.00,1.18,51.23,32.59,65.54,-199.92,1.10,52.12,29.01,66.78,-199.92,5998.10,5754.00,9.00,68.00,599.00,
1200335.00,3750.00,1.18,51.23,32.50,65.54,-199.92,1.11,52.25,28.82,67.12,-199.92,6072.12,5799.49,9.00,172.00,647.00,
1200446.00,4000.00,1.15,51.23,32.45,65.54,-199.92,1.12,52.36,28.69,67.41,-199.92,5776.91,5902.61,9.00,7.00,238.00,
1242078.00,1500.00,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6417.73,8025.60,10.00,0.00,0.00,
1242187.00,1750.00,0.99,53.85,30.47,71.96,-190.45,nan,nan,nan,nan,nan,6210.72,7282.00,10.00,1659.00,0.00,
1242297.00,2000.00,1.08,53.85,30.06,71.96,-190.10,1.22,54.05,28.90,71.96,-199.92,5969.06,7033.59,10.00,348.00,405.00,
1242408.00,2250.00,1.03,53.69,29.79,71.96,-199.92,0.93,54.13,28.60,72.86,-199.92,5890.56,5694.05,10.00,207.00,1283.00,
1242517.00,2500.00,1.05,53.72,29.71,71.96,-199.92,1.00,54.26,28.22,73.34,-199.92,5961.38,5714.76,10.00,237.00,802.00,
1242662.00,2750.00,1.02,53.77,29.57,71.96,-199.92,1.00,54.37,27.89,73.68,-199.92,5735.29,5677.04,10.00,174.00,766.00,
1242772.00,3000.00,1.03,53.78,29.48,71.96,-199.92,0.99,54.50,27.66,74.03,-199.92,6323.38,5816.78,10.00,114.00,630.00,
1242882.00,3250.00,1.01,53.91,29.34,71.96,-199.92,0.99,54.66,27.46,74.36,-199.92,5915.50,5827.79,10.00,131.00,697.00,
1242992.00,3500.00,1.02,53.93,29.32,71.96,-199.92,0.99,54.83,27.29,74.74,-199.92,6009.02,5751.43,10.00,168.00,683.00,
1243102.00,3750.00,0.99,53.91,29.18,71.96,-199.92,1.01,54.92,27.12,75.14,-199.92,6068.57,5802.56,10.00,110.00,553.00,
1243213.00,4000.00,nan,nan,nan,nan,nan,1.02,54.95,27.09,75.23,-199.92,5776.91,5913.87,10.00,0.00,237.00,
