OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C), Air Temperature (C), Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle, burning
2895.00,1970-01-01 00:00:02.895,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.26,42.50,63.60,-84.59,30.48,-0.11,0.26,17.00,10.00,0.00,0.00
2995.00,1970-01-01 00:00:02.995,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.19,42.50,63.60,-84.59,30.48,-0.12,0.29,17.00,10.00,0.00,0.00
3095.00,1970-01-01 00:00:03.095,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.12,42.48,63.66,-84.51,30.48,-0.12,0.28,17.00,10.00,0.00,0.00
3195.00,1970-01-01 00:00:03.195,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.22,42.48,63.66,-84.51,30.48,-0.13,0.30,17.00,10.00,0.00,0.00
3295.00,1970-01-01 00:00:03.295,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.24,42.50,63.61,-84.42,30.48,-0.08,0.30,17.00,10.00,0.00,0.00
3395.00,1970-01-01 00:00:03.395,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.11,42.50,63.61,-84.42,30.48,-0.14,0.36,17.00,10.00,0.00,0.00
3495.00,1970-01-01 00:00:03.495,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.21,42.50,63.61,-84.42,30.48,-0.05,0.44,17.00,10.00,0.00,0.00
3595.00,1970-01-01 00:00:03.595,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.26,42.50,63.69,-84.36,30.46,-0.03,0.43,17.00,10.00,0.00,0.00
3695.00,1970-01-01 00:00:03.695,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.07,42.50,63.69,-84.36,30.46,-0.04,0.46,17.00,10.00,0.00,0.00
3795.00,1970-01-01 00:00:03.795,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.22,42.50,63.69,-84.36,30.46,-0.02,0.44,17.00,10.00,0.00,0.00
3895.00,1970-01-01 00:00:03.895,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.11,42.58,63.60,-84.21,30.46,-0.05,0.43,17.00,10.00,0.00,0.00
3995.00,1970-01-01 00:00:03.995,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.09,42.58,63.60,-84.21,30.48,-0.05,0.42,17.00,10.00,0.00,0.00
4095.00,1970-01-01 00:00:04.095,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.27,42.55,63.61,-84.10,30.48,-0.03,0.42,17.00,10.00,0.00,0.00
4195.00,1970-01-01 00:00:04.195,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.20,42.55,63.61,-84.10,30.48,-0.05,0.42,17.00,10.00,0.00,0.00
4295.00,1970-01-01 00:00:04.295,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.12,42.55,63.61,-84.10,30.48,-0.03,0.42,17.00,10.00,0.00,0.00
4395.00,1970-01-01 00:00:04.395,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.22,42.58,63.60,-84.09,30.50,-0.06,0.42,17.00,10.00,0.00,0.00
4495.00,1970-01-01 00:00:04.495,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.23,42.58,63.60,-84.09,30.50,-0.01,0.43,17.00,10.00,0.00,0.00
4595.00,1970-01-01 00:00:04.595,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.23,42.60,63.59,-83.98,30.50,-0.08,0.43,17.00,10.00,0.00,0.00
4695.00,1970-01-01 00:00:04.695,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.21,42.60,63.59,-83.98,30.50,-0.05,0.43,17.00,10.00,0.00,0.00
4795.00,1970-01-01 00:00:04.795,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.26,42.60,63.59,-83.98,30.45,-0.04,0.43,17.00,10.00,0.00,0.00
4895.00,1970-01-01 00:00:04.895,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.07,42.50,63.64,-83.82,30.45,-0.05,0.43,17.00,10.00,0.00,0.00
4995.00,1970-01-01 00:00:04.995,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.24,42.50,63.64,-83.82,30.45,-0.06,0.42,17.00,10.00,0.00,0.00
5095.00,1970-01-01 00:00:05.095,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.23,42.50,63.64,-83.82,30.45,-0.06,0.43,17.00,10.00,0.00,0.00
5195.00,1970-01-01 00:00:05.195,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.09,42.60,63.58,-83.71,30.46,-0.05,0.42,17.00,10.00,0.00,0.00
5295.00,1970-01-01 00:00:05.295,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.26,42.60,63.58,-83.71,30.46,-0.04,0.41,17.00,10.00,0.00,0.00
5395.00,1970-01-01 00:00:05.395,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.13,42.59,63.55,-83.59,30.46,-0.05,0.42,17.00,10.00,0.00,0.00
5495.00,1970-01-01 00:00:05.495,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.12,42.59,63.55,-83.59,30.46,-0.07,0.42,17.00,10.00,0.00,0.00
5595.00,1970-01-01 00:00:05.595,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.25,42.59,63.55,-83.59,30.55,-0.06,0.42,17.00,10.00,0.00,0.00
5695.00,1970-01-01 00:00:05.695,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.24,42.59,63.58,-83.59,30.55,-0.04,0.42,17.00,10.00,0.00,0.00
5795.00,1970-01-01 00:00:05.795,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.12,42.59,63.58,-83.59,30.55,-0.07,0.42,17.00,10.00,0.00,0.00
5895.00,1970-01-01 00:00:05.895,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.21,42.52,63.60,-83.41,30.55,-0.05,0.43,17.00,10.00,0.00,0.00
5995.00,1970-01-01 00:00:05.995,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.26,42.52,63.60,-83.41,30.55,-0.05,0.42,17.00,10.00,0.00,0.00
6095.00,1970-01-01 00:00:06.095,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.25,42.52,63.60,-83.41,30.55,-0.07,0.43,17.00,10.00,0.00,0.00
6195.00,1970-01-01 00:00:06.195,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.25,42.53,63.47,-83.40,30.55,-0.04,0.42,17.00,10.00,0.00,0.00
6295.00,1970-01-01 00:00:06.295,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.23,42.53,63.47,-83.40,30.55,-0.07,0.43,17.00,10.00,0.00,0.00
6395.00,1970-01-01 00:00:06.395,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.25,42.53,63.47,-83.40,30.51,-0.04,0.42,17.00,10.00,0.00,0.00
6495.00,1970-01-01 00:00:06.495,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.21,42.55,63.48,-83.26,30.51,-0.05,0.41,17.00,10.00,0.00,0.00
6595.00,1970-01-01 00:00:06.595,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.20,42.55,63.48,-83.26,30.51,-0.04,0.42,17.00,10.00,0.00,0.00
6695.00,1970-01-01 00:00:06.695,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.12,42.50,63.58,-83.13,30.51,-0.04,0.41,17.00,10.00,0.00,0.00
6795.00,1970-01-01 00:00:06.795,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.22,42.50,63.58,-83.13,30.59,-0.07,0.42,17.00,10.00,0.00,0.00
6895.00,1970-01-01 00:00:06.895,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.24,42.50,63.58,-83.13,30.59,-0.03,0.42,17.00,10.00,0.00,0.00
6995.00,1970-01-01 00:00:06.995,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.12,42.60,63.49,-82.99,30.59,-0.07,0.42,17.00,10.00,0.00,0.00
7095.00,1970-01-01 00:00:07.095,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.26,42.60,63.49,-82.99,30.59,-0.05,0.42,17.00,10.00,0.00,0.00
7195.00,1970-01-01 00:00:07.195,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.06,42.58,63.49,-82.99,30.56,-0.05,0.42,17.00,10.00,0.00,0.00
7295.00,1970-01-01 00:00:07.295,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.07,42.58,63.49,-82.99,30.56,-0.07,0.43,17.00,10.00,0.00,0.00
7395.00,1970-01-01 00:00:07.395,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.25,42.58,63.49,-82.99,30.56,-0.03,0.42,17.00,10.00,0.00,0.00
7495.00,1970-01-01 00:00:07.495,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.24,42.52,63.47,-82.91,30.56,-0.06,0.42,17.00,10.00,0.00,0.00
7595.00,1970-01-01 00:00:07.595,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.09,42.52,63.47,-82.91,30.53,-0.06,0.42,17.00,10.00,0.00,0.00
7695.00,1970-01-01 00:00:07.695,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.21,42.52,63.47,-82.91,30.53,-0.06,0.40,17.00,10.00,0.00,0.00
7795.00,1970-01-01 00:00:07.795,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.20,42.58,63.45,-82.85,30.53,-0.06,0.42,17.00,10.00,0.00,0.00
7895.00,1970-01-01 00:00:07.895,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.21,42.58,63.45,-82.85,30.53,-0.04,0.41,17.00,10.00,0.00,0.00
7995.00,1970-01-01 00:00:07.995,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.24,42.58,63.42,-82.75,30.55,-0.04,0.42,17.00,10.00,0.00,0.00
8095.00,1970-01-01 00:00:08.095,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.24,42.58,63.42,-82.75,30.55,-0.04,0.41,17.00,10.00,0.00,0.00
8195.00,1970-01-01 00:00:08.195,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.12,42.58,63.42,-82.75,30.55,-0.07,0.42,17.00,10.00,0.00,0.00
8295.00,1970-01-01 00:00:08.295,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.20,42.55,63.39,-82.66,30.55,-0.05,0.42,17.00,10.00,0.00,0.00
8395.00,1970-01-01 00:00:08.395,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.26,42.55,63.39,-82.66,30.48,-0.04,0.42,17.00,10.00,0.00,0.00
8495.00,1970-01-01 00:00:08.495,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.07,42.44,63.45,-82.55,30.48,-0.06,0.42,17.00,10.00,0.00,0.00
8595.00,1970-01-01 00:00:08.595,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.25,42.44,63.45,-82.55,30.48,-0.04,0.42,17.00,10.00,0.00,0.00
8695.00,1970-01-01 00:00:08.695,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.24,42.44,63.45,-82.55,30.48,-0.08,0.42,17.00,10.00,0.00,0.00
8795.00,1970-01-01 00:00:08.795,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.25,42.52,63.36,-82.41,30.53,-0.06,0.42,17.00,10.00,0.00,0.00
8895.00,1970-01-01 00:00:08.895,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.27,42.52,63.36,-82.41,30.53,-0.04,0.41,17.00,10.00,0.00,0.00
8995.00,1970-01-01 00:00:08.995,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.20,42.52,63.36,-82.41,30.53,-0.05,0.41,17.00,10.00,0.00,0.00
9095.00,1970-01-01 00:00:09.095,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.13,42.50,63.37,-82.41,30.53,-0.06,0.41,17.00,10.00,0.00,0.00
9195.00,1970-01-01 00:00:09.195,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.22,42.50,63.37,-82.41,30.57,-0.07,0.42,17.00,10.00,0.00,0.00
9295.00,1970-01-01 00:00:09.295,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.10,42.50,63.37,-82.27,30.57,-0.01,0.42,17.00,10.00,0.00,0.00
9395.00,1970-01-01 00:00:09.395,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.12,42.50,63.37,-82.27,30.57,-0.09,0.42,17.00,10.00,0.00,0.00
9495.00,1970-01-01 00:00:09.495,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.19,42.50,63.37,-82.27,30.57,-0.05,0.42,17.00,10.00,0.00,0.00
9595.00,1970-01-01 00:00:09.595,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.26,42.52,63.29,-82.15,30.50,-0.05,0.42,17.00,10.00,0.00,0.00
9695.00,1970-01-01 00:00:09.695,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.07,42.52,63.29,-82.15,30.50,-0.06,0.43,17.00,10.00,0.00,0.00
9795.00,1970-01-01 00:00:09.795,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.25,42.52,63.34,-82.16,30.50,-0.03,0.42,17.00,10.00,0.00,0.00
9895.00,1970-01-01 00:00:09.895,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.23,42.52,63.34,-82.16,30.50,-0.06,0.42,17.00,10.00,0.00,0.00
9995.00,1970-01-01 00:00:09.995,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.09,42.52,63.34,-82.16,30.53,-0.05,0.41,17.00,10.00,0.00,0.00
10095.00,1970-01-01 00:00:10.095,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.25,42.52,63.30,-82.00,30.53,-0.06,0.41,17.00,10.00,0.00,0.00
10195.00,1970-01-01 00:00:10.195,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.10,42.52,63.30,-82.00,30.53,-0.05,0.42,17.00,10.00,0.00,0.00
10295.00,1970-01-01 00:00:10.295,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.22,42.52,63.30,-82.00,30.53,-0.03,0.42,17.00,10.00,0.00,0.00
10395.00,1970-01-01 00:00:10.395,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.26,42.59,63.23,-81.88,30.52,-0.05,0.42,17.00,10.00,0.00,0.00
10495.00,1970-01-01 00:00:10.495,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.06,42.59,63.23,-81.88,30.52,-0.02,0.42,17.00,10.00,0.00,0.00
10595.00,1970-01-01 00:00:10.595,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.25,42.55,63.24,-81.79,30.52,-0.08,0.43,17.00,10.00,0.00,0.00
10695.00,1970-01-01 00:00:10.695,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.22,42.55,63.24,-81.79,30.52,-0.06,0.42,17.00,10.00,0.00,0.00
10795.00,1970-01-01 00:00:10.795,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.10,42.55,63.24,-81.79,30.59,-0.05,0.41,17.00,10.00,0.00,0.00
10895.00,1970-01-01 00:00:10.895,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.25,42.55,63.30,-81.68,30.59,-0.07,0.41,17.00,10.00,0.00,0.00
10995.00,1970-01-01 00:00:10.995,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.20,42.55,63.30,-81.68,30.59,-0.04,0.40,17.00,10.00,0.00,0.00
11095.00,1970-01-01 00:00:11.095,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.13,42.55,63.18,-81.61,30.59,-0.07,0.41,17.00,10.00,0.00,0.00
11195.00,1970-01-01 00:00:11.195,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.21,42.55,63.18,-81.61,30.46,-0.01,0.42,17.00,10.00,0.00,0.00
11295.00,1970-01-01 00:00:11.295,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.25,42.55,63.18,-81.61,30.46,-0.05,0.41,17.00,10.00,0.00,0.00
11395.00,1970-01-01 00:00:11.395,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.09,42.50,63.11,-81.58,30.46,-0.05,0.42,17.00,10.00,0.00,0.00
11495.00,1970-01-01 00:00:11.495,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.23,42.50,63.11,-81.58,30.46,-0.04,0.42,17.00,10.00,0.00,0.00
11595.00,1970-01-01 00:00:11.595,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.26,42.50,63.11,-81.58,30.59,-0.06,0.42,17.00,10.00,0.00,0.00
11695.00,1970-01-01 00:00:11.695,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.07,42.46,63.16,-81.48,30.59,-0.02,0.42,17.00,10.00,0.00,0.00
11795.00,1970-01-01 00:00:11.795,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.25,42.46,63.16,-81.48,30.59,-0.09,0.41,17.00,10.00,0.00,0.00
11895.00,1970-01-01 00:00:11.895,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.22,42.55,63.19,-81.30,30.59,-0.05,0.41,17.00,10.00,0.00,0.00
11995.00,1970-01-01 00:00:11.995,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.10,42.55,63.19,-81.30,30.46,-0.05,0.41,17.00,10.00,0.00,0.00
12095.00,1970-01-01 00:00:12.095,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.25,42.55,63.19,-81.30,30.46,-0.06,0.41,17.00,10.00,0.00,0.00
12195.00,1970-01-01 00:00:12.195,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.20,42.46,63.13,-81.27,30.46,-0.04,0.40,17.00,10.00,0.00,0.00
12295.00,1970-01-01 00:00:12.295,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.12,42.46,63.13,-81.27,30.46,-0.06,0.42,17.00,10.00,0.00,0.00
12395.00,1970-01-01 00:00:12.395,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.21,42.48,63.13,-81.16,30.52,-0.03,0.40,17.00,10.00,0.00,0.00
12495.00,1970-01-01 00:00:12.495,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.25,42.48,63.13,-81.16,30.52,-0.04,0.41,17.00,10.00,0.00,0.00
12595.00,1970-01-01 00:00:12.595,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.09,42.48,63.13,-81.16,30.52,-0.05,0.41,17.00,10.00,0.00,0.00
12695.00,1970-01-01 00:00:12.695,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.22,42.51,63.07,-81.05,30.52,-0.05,0.41,17.00,10.00,0.00,0.00
12795.00,1970-01-01 00:00:12.795,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.27,42.51,63.07,-81.05,30.48,-0.06,0.42,17.00,10.00,0.00,0.00
12895.00,1970-01-01 00:00:12.895,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.06,42.51,63.07,-81.05,30.48,-0.03,0.42,17.00,10.00,0.00,0.00
12995.00,1970-01-01 00:00:12.995,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.26,42.52,63.09,-81.05,30.48,-0.08,0.42,17.00,10.00,0.00,0.00
13095.00,1970-01-01 00:00:13.095,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.22,42.52,63.09,-81.05,30.48,-0.06,0.42,17.00,10.00,0.00,0.00
13195.00,1970-01-01 00:00:13.195,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.10,42.45,63.04,-80.84,30.48,-0.06,0.42,17.00,10.00,0.00,0.00
13295.00,1970-01-01 00:00:13.295,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.25,42.45,63.04,-80.84,30.48,-0.07,0.41,17.00,10.00,0.00,0.00
13395.00,1970-01-01 00:00:13.395,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.21,42.45,63.04,-80.84,30.48,-0.03,0.41,17.00,10.00,0.00,0.00
13495.00,1970-01-01 00:00:13.495,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.13,42.44,63.02,-80.84,30.48,-0.06,0.41,17.00,10.00,0.00,0.00
13595.00,1970-01-01 00:00:13.595,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.21,42.44,63.02,-80.84,30.48,-0.02,0.42,17.00,10.00,0.00,0.00
13695.00,1970-01-01 00:00:13.695,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.25,42.50,63.00,-80.77,30.48,-0.05,0.41,17.00,10.00,0.00,0.00
13795.00,1970-01-01 00:00:13.795,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.10,42.50,63.00,-80.77,30.48,-0.07,0.41,17.00,10.00,0.00,0.00
13895.00,1970-01-01 00:00:13.895,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.22,42.50,63.00,-80.77,30.48,-0.06,0.41,17.00,10.00,0.00,0.00
13995.00,1970-01-01 00:00:13.995,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.26,42.39,63.05,-80.61,30.51,-0.07,0.42,17.00,10.00,0.00,0.00
14095.00,1970-01-01 00:00:14.095,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.07,42.39,63.05,-80.61,30.51,-0.03,0.41,17.00,10.00,0.00,0.00
14195.00,1970-01-01 00:00:14.195,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.25,42.39,63.05,-80.61,30.51,-0.09,0.42,17.00,10.00,0.00,0.00
14295.00,1970-01-01 00:00:14.295,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.22,42.42,62.98,-80.58,30.51,-0.06,0.42,17.00,10.00,0.00,0.00
14395.00,1970-01-01 00:00:14.395,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.09,42.42,62.98,-80.58,30.50,-0.05,0.41,17.00,10.00,0.00,0.00
14495.00,1970-01-01 00:00:14.495,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.25,42.50,62.98,-80.55,30.50,-0.06,0.41,17.00,10.00,0.00,0.00
14595.00,1970-01-01 00:00:14.595,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.20,42.50,62.98,-80.55,30.50,-0.05,0.41,17.00,10.00,0.00,0.00
14695.00,1970-01-01 00:00:14.695,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.13,42.50,62.98,-80.55,30.50,-0.07,0.41,17.00,10.00,0.00,0.00
14795.00,1970-01-01 00:00:14.795,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.21,42.33,62.85,-80.40,30.50,-0.02,0.42,17.00,10.00,0.00,0.00
14895.00,1970-01-01 00:00:14.895,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.25,42.33,62.85,-80.40,30.50,-0.05,0.41,17.00,10.00,0.00,0.00
14995.00,1970-01-01 00:00:14.995,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.10,42.53,62.99,-80.28,30.50,-0.07,0.42,17.00,10.00,0.00,0.00
15095.00,1970-01-01 00:00:15.095,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.21,42.53,62.99,-80.28,30.50,-0.04,0.42,17.00,10.00,0.00,0.00
15195.00,1970-01-01 00:00:15.195,0.00,0.00,0.00,1.51,0.00,1.00,1.00,0.00,0.00,12.27,42.53,62.99,-80.28,30.53,-0.06,0.42,17.00,10.00,0.00,0.00
