OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle
1591536,08:55.5,0.7,3899.31,1902.74,1.47,0,,1,400.03,11.58,12.51,55.81,74.24,136.94,0,-0.42,21,5286.17,-65
1591674,08:55.7,0.67,3899.37,1819.59,1.47,0,,1,399.7,11.59,12.69,55.82,74.31,138.82,0,-0.42,21,5402.58,-59
1591774,08:55.8,1.08,3899.42,1826.34,1.47,0,,1,399.53,11.6,12.55,55.82,74.31,138.82,0,-0.39,21,5393.12,-60
1591874,08:55.9,1.34,3899.48,1831.89,1.47,0,,1,399.19,11.61,12.73,55.82,74.31,138.82,0,-0.37,21,5385.35,-60
1591974,08:56.0,1.65,3899.54,1832.06,1.47,0,,1,398.85,11.62,12.71,55.79,74.16,150.63,0,-0.34,21,5385.11,-60
1592074,08:56.1,1.82,3899.6,1884.84,1.47,0,,1,398.69,11.62,12.59,55.79,74.16,150.63,0,-0.36,21,5311.23,-63
1592174,08:56.2,2.11,3899.66,1808.1,1.47,0,,1,398.35,11.63,12.73,55.79,74.16,150.63,0,-0.35,21,5418.66,-59
1592274,08:56.3,2.52,3899.78,1794.15,1.47,0,,1,398.19,11.64,12.72,55.82,74.27,159.29,0,-0.31,21,5438.19,-58
1592374,08:56.4,2.63,3899.83,1805.14,1.47,0,,1,397.85,11.65,12.63,55.82,74.27,159.29,0,-0.33,21,5422.81,-59
1592474,08:56.5,2.96,3899.95,1786.75,1.47,0,,1,397.69,11.65,12.72,55.84,74.2,167.27,0,-0.27,21,5448.55,-58
1592574,08:56.6,3.27,3900.07,1788.03,1.47,0,,1,397.35,11.66,12.75,55.84,74.2,167.27,0,-0.31,21,5446.76,-58
1592789,08:56.8,3.82,3900.3,1788.35,1.47,0,,1,396.86,11.68,12.73,55.77,74.27,174.47,0,-0.29,21,5446.31,-58
1592889,08:56.9,4.08,3900.42,1793.83,1.47,0,,1,396.7,11.68,12.73,55.77,74.27,174.47,0,-0.28,21,5438.64,-58
1592989,08:57.0,4.32,3900.54,1820.06,1.42,0,,1,396.37,11.69,12.75,55.77,74.27,174.47,0,-0.29,21,5401.92,-59
1593089,08:57.1,4.74,3900.71,1782.35,1.41,0,,1,396.22,11.7,12.73,55.82,74.22,182.52,0,-0.28,21,5454.72,-58
1593189,08:57.2,4.9,3900.83,1781.08,1.47,0,,1,395.89,11.71,12.72,55.82,74.22,182.52,0,-0.29,21,5456.49,-58
1593289,08:57.3,5.13,3901,1782.98,1.47,0,,1,395.73,11.71,12.75,55.82,74.22,182.52,0,-0.25,21,5453.83,-58
1593389,08:57.4,5.45,3901.18,1788.94,1.3,0,,1,395.41,11.72,12.71,55.79,74.16,188.23,0,-0.28,21,5445.49,-58
1593489,08:57.5,5.67,3901.36,1803.32,1.21,0,,1,395.26,11.73,12.77,55.79,74.16,188.23,0,-0.23,21,5425.35,-59
1593589,08:57.6,5.98,3901.53,1772.84,1.4,0,,1,394.93,11.74,12.72,55.81,74.19,193.62,0,-0.25,21,5468.02,-56
1593689,08:57.7,6.15,3901.71,1767.28,1.47,0,,1,394.78,11.74,12.76,55.81,74.19,193.62,0,-0.21,21,5475.81,-56
1593904,08:57.9,6.8,3902.12,1803.64,1.47,0,,1,394.31,11.76,12.75,55.77,74.27,198.54,0,-0.25,21,5424.9,-59
1594004,08:58.0,7.11,3902.35,1830.13,1.47,0,,1,394,11.77,12.72,55.77,74.27,198.54,0,-0.25,21,5387.81,-60
1594104,08:58.1,7.22,3902.53,1824.26,1.47,0,,1,393.85,11.77,12.76,55.77,74.27,198.54,0,-0.22,21,5396.03,-59
1594204,08:58.2,7.49,3902.76,1869.19,1.47,0,,1,393.54,11.78,12.74,55.88,74.21,204.26,0,-0.25,21,5333.14,-62
1594304,08:58.3,7.66,3902.99,1913.11,1.45,0,,1,393.23,11.79,12.77,55.88,74.21,204.26,0,-0.21,21,5271.64,-65
1594404,08:58.4,7.82,3903.23,1935.17,1.47,0,,1,393.1,11.8,12.74,55.88,74.21,204.26,0,-0.2,21,5240.76,-66
1594504,08:58.5,8.05,3903.46,1930.25,1.47,0,,1,392.79,11.81,12.76,55.86,74.17,208.7,0,-0.24,21,5247.65,-66
1594604,08:58.6,8.28,3903.7,1988.34,1.47,0,,1,392.65,11.81,12.75,55.86,74.17,208.7,0,-0.21,21,5166.33,-69
1594704,08:58.7,8.54,3903.93,1995.54,1.47,0,,1,392.36,11.82,12.67,55.84,74.19,212.98,0,-0.2,21,5156.24,-69
1594804,08:58.8,8.79,3904.16,2054.2,1.47,0,,1,392.05,11.83,12.76,55.84,74.19,212.98,0,-0.24,21,5247.55,-71
1594904,08:58.9,9.07,3904.46,2080.23,1.47,0,,1,391.76,11.84,12.74,55.84,74.19,212.98,0,-0.21,21,5294.41,-72
1595022,08:59.0,9.15,3904.75,2111.9,1.47,0,,1,391.46,11.85,12.74,55.88,74.13,217.23,0,-0.26,21,5351.41,-73
1595122,08:59.1,9.41,3905.04,2132.99,1.47,0,,1,391.32,11.86,12.61,55.88,74.13,217.23,0,-0.19,21,5389.39,-73
1595222,08:59.2,9.56,3905.28,2177.86,1.47,0,,1,391.01,11.87,12.76,55.88,74.13,217.23,0,-0.25,21,5470.15,-74
1595322,08:59.3,9.75,3905.57,2219.39,1.47,0,,1,390.7,11.88,12.74,55.95,74.08,222.74,0,-0.17,21,5544.9,-74
1595422,08:59.4,10.14,3905.86,2268.17,1.47,0,,1,390.39,11.89,12.66,55.95,74.08,222.74,0,-0.24,21,5549.11,-75
1595522,08:59.5,10.27,3906.15,2317.77,1.47,0,,1,390.09,11.9,12.74,55.95,74.08,222.74,0,-0.24,21,5410.26,-76
1595622,08:59.6,10.5,3906.45,2315.48,1.47,0,,1,389.79,11.91,12.74,55.96,74.15,227,0,-0.23,21,5416.64,-76
1595722,08:59.7,10.61,3906.74,2412.79,1.47,0,,1,389.5,11.92,12.73,55.96,74.15,227,0,-0.2,21,5144.19,-78
1595822,08:59.8,10.85,3907.09,2364.16,1.4,0,,1,389.22,11.93,12.72,56.02,74.19,231.82,0,-0.22,21,5280.35,-77
1595922,08:59.9,11.17,3907.38,2526.64,1.47,0,,1,388.94,11.94,12.77,56.02,74.19,231.82,0,-0.21,21,4985.23,-80
1596140,09:00.1,11.68,3908.14,2623.29,1.47,0,,1,388.24,11.96,12.6,56.09,74.12,236.64,0,-0.21,21,5294.54,-82
1596240,09:00.2,11.93,3908.44,2584.76,1.47,0,,1,387.95,11.97,12.76,56.09,74.12,236.64,0,-0.23,21,5171.23,-81
1596340,09:00.3,12.18,3908.79,2705.32,1.47,0,,1,387.66,11.98,12.75,56.09,74.12,236.64,0,-0.2,21,5557.03,-83
1596440,09:00.4,12.5,3909.2,2727.27,1.47,0,,1,387.36,11.99,12.67,56.16,74.15,243.38,0,-0.24,21,5627.27,-84
1596540,09:00.5,12.85,3909.55,2806.23,1.47,0,,1,386.89,12.01,12.77,56.16,74.15,243.38,0,-0.21,21,5598.79,-85
1596640,09:00.6,13.06,3909.9,2842.39,1.47,0,,1,386.6,12.02,12.72,56.16,74.15,243.38,0,-0.24,21,5533.7,-86
1596740,09:00.7,13.38,3910.31,2887.18,1.47,0,,1,386.31,12.03,12.76,56.16,74.05,249.13,0,-0.23,21,5453.07,-86
1596840,09:00.8,13.56,3910.72,2935.64,1.38,0,,1,385.87,12.04,12.75,56.16,74.05,249.13,0,-0.22,21,5365.85,-87
1596940,09:00.9,14.03,3911.13,3009.33,1.35,0,,1,385.59,12.05,12.74,56.32,74.14,255.38,0,-0.25,21,5250,-89
1597040,09:01.0,14.28,3911.48,3068.43,1.41,0,,1,385.16,12.07,12.78,56.32,74.14,255.38,0,-0.24,21,5250,-90
1597258,09:01.3,14.8,3912.41,3175.28,1.47,0,,1,384.31,12.1,12.75,56.32,74.08,261.76,0,-0.23,21,5250,-92
1597358,09:01.4,15.09,3912.82,3231.45,1.47,0,,1,384.04,12.11,12.74,56.32,74.08,261.76,0,-0.25,21,5250,-93
1597458,09:01.5,15.41,3913.29,3319.69,1.47,0,,1,383.62,12.12,12.67,56.32,74.08,261.76,0,-0.21,21,5305.75,-94
1597558,09:01.6,15.64,3913.76,3395.39,1.47,0,,1,383.19,12.13,12.75,56.35,74.19,270.37,0,-0.22,21,5366.31,-96
1597658,09:01.7,16.06,3914.17,3385.91,1.47,0,,1,382.76,12.15,12.77,56.35,74.19,270.37,0,-0.22,21,5358.73,-95
1597758,09:01.8,16.4,3914.64,3551.03,1.47,0,,1,382.33,12.17,12.65,56.35,74.19,270.37,0,-0.22,21,5460.21,-98
1597858,09:01.9,16.64,3915.17,3490.81,1.47,0,,1,382.06,12.18,12.75,56.45,74.17,276.88,0,-0.17,21,5442.65,-97
1597958,09:02.0,16.78,3915.63,3621,1.47,0,,1,381.63,12.19,12.76,56.45,74.17,276.88,0,-0.23,21,5474.2,-100
1598058,09:02.1,17.14,3916.1,3622.86,1.47,0,,1,381.2,12.21,12.74,56.51,74.12,283.39,0,-0.21,21,5474.57,-100
1598158,09:02.2,17.65,3916.63,3777.74,1.47,0,,1,380.62,12.23,12.78,56.51,74.12,283.39,0,-0.22,21,5466.71,-102
1598258,09:02.3,17.84,3917.1,3771.81,1.44,0,,1,380.19,12.24,12.75,56.51,74.12,283.39,0,-0.24,21,5473.83,-102
1598376,09:02.4,18.12,3917.74,3858.52,1.44,0,,1,379.78,12.26,12.75,56.58,74.13,290.61,0,-0.24,21,5369.77,-104
1598476,09:02.5,19.1,3918.33,3336.02,1.42,0,,1,379.37,12.27,12.74,56.58,74.13,290.61,0,-0.23,21,5318.82,-95
1598576,09:02.6,18.9,3918.79,3084.12,1.47,0,,1,378.97,12.29,12.77,56.58,74.13,290.61,0,-0.2,21,5250,-90
1598676,09:02.7,18.61,3919.32,2902.06,1.47,0,,1,378.71,12.3,12.75,56.62,74.07,296.77,0,-0.21,21,5426.3,-87
1598776,09:02.8,18.74,3919.85,2713.52,1.47,0,,1,378.44,12.31,12.52,56.62,74.07,296.77,0,-0.26,21,5583.26,-83
1598876,09:02.9,18.59,3920.37,2415.26,1.47,0,,1,378.04,12.32,12.75,56.62,74.07,296.77,0,-0.23,21,5200,-78
1598976,09:03.0,18.64,3920.9,2103.93,1.47,0,,1,377.94,12.33,12.76,56.66,74.02,284.61,0,-0.22,21,5375.28,-72
1599076,09:03.1,18.63,3921.43,1753.69,1.47,0,,1,377.64,12.34,12.62,56.66,74.02,284.61,0,-0.22,21,5992.61,-56
1599176,09:03.2,18.85,3921.95,2136.3,1.47,0,,1,377.54,12.34,12.75,56.67,74.12,271.03,0,-0.18,21,5336.45,-73
1599276,09:03.3,18.74,3922.48,2051.88,1.47,0,,1,377.29,12.35,12.77,56.67,74.12,271.03,0,-0.21,21,5437.75,-71
1599376,09:03.4,18.92,3923.01,2094.61,1.47,0,,1,377.03,12.36,12.59,56.67,74.12,271.03,0,-0.24,21,5386.47,-72
1599494,09:03.5,19.11,3923.59,2113.23,1.47,0,,1,376.79,12.37,12.59,56.67,74.15,264.7,0,-0.24,21,5364.12,-73
1599594,09:03.6,19.24,3924.18,2114.5,1.47,0,,1,376.54,12.38,12.75,56.67,74.15,264.7,0,-0.26,21,5362.6,-73
1599694,09:03.7,19.22,3924.7,2135.16,1.47,0,,1,376.29,12.39,12.78,56.67,74.15,264.7,0,-0.21,21,5337.81,-73
1599794,09:03.8,20.3,3925.29,2187.51,1.47,0,,1,376.2,12.4,12.6,56.72,74.09,265.31,0,-0.25,21,5274.99,-74
1599894,09:03.9,20.15,3925.87,2220.41,1.47,0,,1,375.96,12.41,12.77,56.72,74.09,265.31,0,-0.17,21,5235.5,-74
1599994,09:04.0,19.92,3926.4,2203.57,1.47,0,,1,375.71,12.42,12.75,56.72,74.09,265.31,0,-0.22,21,5255.71,-74
1600094,09:04.1,20.1,3926.93,2234.76,1.47,0,,1,375.46,12.43,12.63,56.71,74.08,266.45,0,-0.24,21,5218.29,-75
1600194,09:04.2,20.19,3927.51,2239.1,1.47,0,,1,375.22,12.44,12.77,56.71,74.08,266.45,0,-0.18,21,5213.08,-75
1600294,09:04.3,20.25,3928.1,2245.26,1.47,0,,1,374.99,12.45,12.75,56.71,74.08,268.14,0,-0.15,21,5205.69,-75
1600394,09:04.4,20.47,3928.68,2244.38,1.47,0,,1,374.89,12.45,12.78,56.71,74.08,268.14,0,-0.16,21,5206.75,-75
1600609,09:04.6,20.47,3929.91,2300.61,1.47,0,,1,374.28,12.48,12.75,56.69,74.1,270.09,0,-0.17,21,5200,-76
1600709,09:04.7,20.77,3930.44,2343.11,1.47,0,,1,374.04,12.48,12.74,56.69,74.1,270.09,0,-0.18,21,5200,-77
1600809,09:04.8,20.88,3931.08,2296.61,1.47,0,,1,373.95,12.49,12.72,56.69,74.1,270.09,0,-0.24,21,5200,-76
1600909,09:04.9,20.94,3931.67,2291.39,1.47,0,,1,373.72,12.5,12.78,57.03,74.16,272.55,0,-0.2,21,5200,-76
1601009,09:05.0,21.22,3932.25,2315.89,1.47,0,,1,373.48,12.51,12.7,57.03,74.16,272.55,0,-0.19,21,5200,-76
1601109,09:05.1,21.4,3932.84,2371.35,1.47,0,,1,373.25,12.52,12.77,57.03,74.16,272.55,0,-0.23,21,5200,-77
1601209,09:05.2,21.61,3933.48,2407.13,1.47,0,,1,373.02,12.53,12.78,57.13,74.1,274.57,0,-0.21,21,5200,-78
1601309,09:05.3,21.77,3934.07,2382.42,1.47,0,,1,372.79,12.54,12.69,57.13,74.1,274.57,0,-0.2,21,5200,-77
1601409,09:05.4,21.93,3934.65,2412.4,1.47,0,,1,372.55,12.55,12.79,57.34,74.12,276.9,0,-0.23,21,5200,-78
1601509,09:05.5,21.91,3935.3,2434.23,1.45,0,,1,372.32,12.56,12.75,57.34,74.12,276.9,0,-0.22,21,5200,-78
1601728,09:05.7,22.4,3936.64,2490.92,1.47,0,,1,371.73,12.58,12.77,57.66,74.23,279.45,0,-0.2,21,5200,-79
1601828,09:05.8,22.46,3937.28,2495.37,1.47,0,,1,371.51,12.59,12.67,57.66,74.23,279.45,0,-0.18,21,5200,-79
1601928,09:05.9,22.74,3937.93,2497.35,1.47,0,,1,371.28,12.6,12.75,57.66,74.23,279.45,0,-0.21,21,5200,-79
1602028,09:06.0,22.71,3938.57,2488.08,1.47,0,,1,371.05,12.61,12.76,57.98,74.22,282.47,0,-0.2,21,5200,-79
1602128,09:06.1,23.08,3939.22,2529.08,1.47,0,,1,370.83,12.62,12.75,57.98,74.22,282.47,0,-0.19,21,5200,-80
1602228,09:06.2,23.18,3939.86,2547.88,1.47,0,,1,370.6,12.63,12.78,57.98,74.22,282.47,0,-0.19,21,5200,-80
1602328,09:06.3,23.45,3940.5,2585.04,1.47,0,,1,370.38,12.64,12.76,58.24,74.22,284.77,0,-0.17,21,5200,-81
1602428,09:06.4,23.75,3941.21,2628.35,1.47,0,,1,370.02,12.66,12.77,58.24,74.22,284.77,0,-0.22,21,5200,-82
1602528,09:06.5,23.78,3941.85,2614.49,1.47,0,,1,369.79,12.66,12.74,58.52,74.3,287.11,0,-0.21,21,5200,-82
1602628,09:06.6,23.98,3942.55,2616.09,1.42,0,,1,369.57,12.67,12.74,58.52,74.3,287.11,0,-0.18,21,5200,-82
1602846,09:06.8,24.31,3944.01,2599.09,1.44,0,,1,369,12.7,12.77,58.75,74.28,289.62,0,-0.15,21,5200,-81
1602946,09:06.9,24.63,3944.72,2701.3,1.47,0,,1,368.79,12.71,12.75,58.75,74.28,289.62,0,-0.17,21,5200,-83
1603046,09:07.0,24.7,3945.42,2701.97,1.47,0,,1,368.57,12.72,12.74,58.75,74.28,289.62,0,-0.22,21,5200,-83
1603146,09:07.1,24.76,3946.12,2642.53,1.47,0,,1,368.35,12.73,12.77,59.09,74.35,292.48,0,-0.19,21,5200,-82
1603246,09:07.2,24.89,3946.82,2668.8,1.47,0,,1,368,12.74,12.74,59.09,74.35,292.48,0,-0.25,21,5200,-83
1603346,09:07.3,24.81,3947.47,2664.42,1.47,0,,1,367.78,12.75,12.71,59.09,74.35,292.48,0,-0.2,21,5200,-82
1603446,09:07.4,24.88,3948.17,2734.92,1.41,0,,1,367.56,12.76,12.76,59.53,74.3,294.95,0,-0.16,21,5200,-84
1603546,09:07.5,25.01,3948.87,2704.1,1.39,0,,1,367.35,12.77,12.77,59.53,74.3,294.95,0,-0.17,21,5200,-83
1603646,09:07.6,25.01,3949.57,2717.51,1.37,0,,1,366.99,12.79,12.76,60.05,74.35,297.58,0,-0.17,21,5200,-83
1603746,09:07.7,25.29,3950.28,2735.67,1.47,0,,1,366.78,12.8,12.74,60.05,74.35,297.58,0,-0.18,21,5200,-84
1603846,09:07.8,25.27,3950.98,2746.94,1.47,0,,1,366.56,12.81,12.78,60.05,74.35,297.58,0,-0.17,21,5200,-84
1603964,09:08.0,25.57,3951.86,2765.04,1.47,0,,1,366.23,12.82,12.78,60.5,74.41,299.74,0,-0.17,21,5206.02,-84
1604064,09:08.1,25.56,3952.56,2772.9,1.44,0,,1,366.02,12.83,12.76,60.5,74.41,299.74,0,-0.2,21,5209.16,-84
1604164,09:08.2,25.77,3953.26,2787.52,1.41,0,,1,365.66,12.85,12.75,60.5,74.41,299.74,0,-0.18,21,5215.01,-85
1604264,09:08.3,25.77,3954.02,2795.05,1.47,0,,1,365.46,12.85,12.69,61.02,74.45,302.79,0,-0.21,21,5218.02,-85
1604364,09:08.4,25.88,3954.72,2794.79,1.47,0,,1,365.24,12.86,12.75,61.02,74.45,302.79,0,-0.22,21,5217.92,-85
1604464,09:08.5,26.17,3955.48,2824.33,1.47,0,,1,364.9,12.88,12.77,61.02,74.45,302.79,0,-0.19,21,5229.73,-85
1604564,09:08.6,26.16,3956.19,2827.12,1.47,0,,1,364.69,12.89,12.7,61.57,74.47,305.09,0,-0.21,21,5230.85,-85
1604664,09:08.7,26.25,3956.89,2807.74,1.47,0,,1,364.48,12.9,12.74,61.57,74.47,305.09,0,-0.21,21,5223.1,-85
1604764,09:08.8,26.26,3957.65,2824.13,1.26,0,,1,364.13,12.91,12.77,61.98,74.47,307.06,0,-0.19,21,5229.65,-85
1604864,09:08.9,26.4,3958.41,2861.5,1.3,0,,1,363.93,12.92,12.74,61.98,74.47,307.06,0,-0.22,21,5244.6,-86
1605083,09:09.1,26.38,3959.99,2840.91,1.45,0,,1,363.38,12.95,12.78,62.21,74.45,309.37,0,-0.21,21,5236.36,-86
1605183,09:09.2,26.66,3960.75,2884.27,1.47,0,,1,363.04,12.96,12.75,62.21,74.45,309.37,0,-0.16,21,5253.71,-86
1605283,09:09.3,26.62,3961.51,2878.8,1.47,0,,1,362.83,12.97,12.77,62.21,74.45,309.37,0,-0.21,21,5251.52,-86
1605383,09:09.4,26.93,3962.27,2904.16,1.45,0,,1,362.63,12.98,12.76,62.79,74.54,312.19,0,-0.16,21,5261.67,-87
1605483,09:09.5,26.92,3962.97,2896.45,1.41,0,,1,362.28,13,12.73,62.79,74.54,312.19,0,-0.18,21,5258.58,-87
1605583,09:09.6,26.89,3963.73,2903.46,1.47,0,,1,362.08,13.01,12.77,62.79,74.54,312.19,0,-0.21,21,5261.38,-87
1605683,09:09.7,27.16,3964.5,2932.98,1.45,0,,1,361.74,13.02,12.75,63.05,74.63,314.54,0,-0.2,21,5273.19,-87
1605783,09:09.8,27.14,3965.26,2941.9,1.47,0,,1,361.53,13.03,12.78,63.05,74.63,314.54,0,-0.18,21,5276.76,-87
1605883,09:09.9,27.44,3966.02,2958.22,1.47,0,,1,361.19,13.05,12.75,63.39,74.64,316.77,0,-0.22,21,5283.29,-88
1605983,09:10.0,27.43,3966.78,2945.94,1.47,0,,1,360.99,13.06,12.76,63.39,74.64,316.77,0,-0.2,21,5278.38,-88
1606201,09:10.2,27.75,3968.47,2965.09,1.47,0,,1,360.46,13.08,12.77,63.63,74.68,318.61,0,-0.23,21,5286.03,-88
1606301,09:10.3,27.91,3969.29,2996.25,1.42,0,,1,360.13,13.1,12.65,63.63,74.68,318.61,0,-0.19,21,5298.5,-88
1606401,09:10.4,27.92,3970.05,3028.47,1.35,0,,1,359.93,13.11,12.77,63.63,74.68,318.61,0,-0.21,21,5300,-89
1606501,09:10.5,28.18,3970.82,3048.63,1.45,0,,1,359.59,13.12,12.69,63.97,74.76,321.41,0,-0.21,21,5300,-89
1606601,09:10.6,28.26,3971.63,3007.9,1.47,0,,1,359.39,13.13,12.76,63.97,74.76,321.41,0,-0.2,21,5300,-89
1606701,09:10.7,28.27,3972.4,3017.43,1.47,0,,1,359.06,13.14,12.75,63.97,74.76,321.41,0,-0.16,21,5300,-89
1606801,09:10.8,28.39,3973.21,3025.87,1.43,0,,1,358.73,13.16,12.75,64.25,74.78,323.72,0,-0.21,21,5300,-89
1606901,09:10.9,28.55,3973.98,3091.43,1.32,0,,1,358.52,13.17,12.78,64.25,74.78,323.72,0,-0.15,21,5300,-90
1607001,09:11.0,28.83,3974.79,3112.36,1.31,0,,1,358.2,13.18,12.75,64.48,74.87,325.86,0,-0.17,21,5300,-91
1607101,09:11.1,28.77,3975.61,3070.78,1.47,0,,1,358,13.19,12.77,64.48,74.87,325.86,0,-0.19,21,5300,-90
1607319,09:11.3,29.11,3977.37,3107.2,1.43,0,,1,357.36,13.22,12.74,64.63,74.84,328.09,0,-0.17,21,5300,-90
1607419,09:11.4,29.4,3978.19,3135.04,1.47,0,,1,357.16,13.23,12.75,64.63,74.84,328.09,0,-0.22,21,5300,-91
1607519,09:11.5,29.35,3979.01,3128.99,1.47,0,,1,356.84,13.25,12.77,64.63,74.84,328.09,0,-0.17,21,5300,-91
1607619,09:11.6,29.56,3979.83,3170.66,1.47,0,,1,356.51,13.26,12.76,64.81,74.98,330.88,0,-0.12,21,5300,-92
1607719,09:11.7,29.54,3980.65,3146.72,1.3,0,,1,356.32,13.27,12.75,64.81,74.98,330.88,0,-0.19,21,5300,-91
1607819,09:11.8,29.67,3981.52,3160.89,1.33,0,,1,356,13.29,12.75,64.81,74.98,330.88,0,-0.25,21,5300,-91
1607919,09:11.9,29.71,3982.34,3157.4,1.47,0,,1,355.67,13.3,12.75,65.05,75.04,333.15,0,-0.2,21,5300,-91
1608019,09:12.0,29.87,3983.16,3214.14,1.47,0,,1,355.48,13.31,12.79,65.05,75.04,333.15,0,-0.18,21,5300,-92
1608119,09:12.1,29.94,3983.98,3221.65,1.47,0,,1,355.16,13.33,12.71,65.28,75.03,335.26,0,-0.2,21,5300,-92
1608219,09:12.2,30.15,3984.86,3213.88,1.47,0,,1,354.84,13.34,12.76,65.28,75.03,335.26,0,-0.22,21,5300,-92
1608440,09:12.4,30.47,3986.73,3231.37,1.47,0,,1,354.22,13.37,12.72,65.39,75.1,337.16,0,-0.27,21,5300,-93
1608540,09:12.5,30.47,3987.55,3268.78,1.44,0,,1,354.03,13.38,12.77,65.39,75.1,337.16,0,-0.21,21,5300,-93
1608640,09:12.6,30.58,3988.43,3286.5,1.43,0,,1,353.72,13.4,12.74,65.39,75.1,337.16,0,-0.15,21,5300,-94
1608740,09:12.7,30.49,3989.25,3244.56,1.47,0,,1,353.4,13.41,12.78,65.27,75.13,339.02,0,-0.21,21,5300,-93
1608840,09:12.8,30.69,3990.13,3265.31,1.47,0,,1,353.22,13.42,12.76,65.27,75.13,339.02,0,-0.15,21,5300,-93
1608940,09:12.9,30.79,3991,3276.45,1.47,0,,1,352.91,13.44,12.76,65.27,75.13,339.02,0,-0.16,21,5300,-93
1609040,09:13.0,30.76,3991.82,3291.82,1.45,0,,1,352.59,13.45,12.67,65.2,75.31,340.84,0,-0.2,21,5300,-94
1609140,09:13.1,31.08,3992.7,3314.46,1.47,0,,1,352.28,13.47,12.75,65.2,75.31,340.84,0,-0.16,21,5300,-94
1609240,09:13.2,31.07,3993.58,3291.91,1.38,0,,1,352.1,13.48,12.78,65.33,75.29,342.66,0,-0.16,21,5300,-94
1609340,09:13.3,31.27,3994.46,3319.5,1.41,0,,1,351.79,13.49,12.75,65.33,75.29,342.66,0,-0.22,21,5300,-94
1609558,09:13.6,31.34,3996.33,3353.45,1.42,0,,1,351.18,13.52,12.75,65.44,75.34,344.83,0,-0.17,21,5300,-95
1609658,09:13.7,31.44,3997.21,3372.87,1.33,0,,1,350.87,13.54,12.77,65.44,75.34,344.83,0,-0.17,21,5300,-95
1609758,09:13.8,31.61,3998.08,3391.46,1.45,0,,1,350.57,13.55,12.7,65.44,75.34,344.83,0,-0.14,21,5300,-96
1609858,09:13.9,31.83,3999.02,3394.72,1.42,0,,1,350.27,13.56,12.78,65.51,75.47,347.2,0,-0.19,21,5300,-96
1609958,09:14.0,31.86,3999.9,3421.05,1.41,0,,1,349.96,13.58,12.75,65.51,75.47,347.2,0,-0.18,21,5300,-96
1610058,09:14.1,32.02,4000.78,3380.95,1.26,0,,1,349.78,13.59,12.76,65.51,75.47,347.2,0,-0.19,21,5300,-95
1610158,09:14.2,32.59,4001.71,3627.13,1.31,0,,1,349.48,13.6,12.75,65.61,75.43,349.28,0,-0.23,21,5300,-100
1610258,09:14.3,32.31,4002.59,3093.58,1.41,0,,1,349.18,13.62,12.74,65.61,75.43,349.28,0,-0.2,21,5300,-90
1610358,09:14.4,32.26,4003.47,3398.57,1.47,0,,1,348.87,13.63,12.73,65.7,75.45,351.27,0,-0.2,21,5300,-96
1610458,09:14.5,32.5,4004.4,3518.65,1.36,0,,1,348.58,13.65,12.72,65.7,75.45,351.27,0,-0.13,21,5300,-98
1610558,09:14.6,32.26,4005.28,3424.76,1.47,0,,1,348.27,13.66,12.77,65.7,75.45,351.27,0,-0.22,21,5300,-96
1610676,09:14.7,32.64,4006.39,3478.77,1.47,0,,1,347.99,13.68,12.77,65.87,75.56,353.12,0,-0.22,21,5300,-97
1610776,09:14.8,32.33,4007.27,3426.42,1.47,0,,1,347.69,13.69,12.7,65.87,75.56,353.12,0,-0.16,21,5300,-96
1610876,09:14.9,32.82,4008.21,3643.43,1.32,0,,1,347.4,13.71,12.65,65.87,75.56,353.12,0,-0.12,21,5300,-100
1610976,09:15.0,32.72,4009.09,3525.26,1.35,0,,1,347.1,13.72,12.76,65.98,75.63,354.54,0,-0.21,21,5300,-98
1611076,09:15.1,32.95,4010.02,3484.12,1.47,0,,1,346.8,13.74,12.75,65.98,75.63,354.54,0,-0.18,21,5300,-97
1611176,09:15.2,33.13,4010.96,3589.16,1.47,0,,1,346.51,13.75,12.75,65.98,75.63,354.54,0,-0.25,21,5300,-99
1611276,09:15.3,33.33,4011.89,3425.44,1.2,0,,1,346.22,13.77,12.76,66.13,75.7,356.04,0,-0.19,21,5300,-96
1611376,09:15.4,33.95,4012.83,3866.73,1.36,0,,1,345.93,13.78,12.74,66.13,75.7,356.04,0,0,21,5300,-104
1611476,09:15.5,33.7,4013.77,3549.04,1.47,0,,1,345.64,13.8,12.78,66.23,75.66,357.92,0,-0.2,21,5300,-98
1611576,09:15.6,34.15,4014.76,3647.53,1.47,0,,1,345.35,13.81,12.75,66.23,75.66,357.92,0,-0.15,21,5300,-100
1611794,09:15.8,34.28,4016.81,3522.68,1.33,0,,1,344.79,13.84,12.77,66.19,75.76,359.74,0,-0.11,21,5300,-98
1611894,09:15.9,34.21,4017.75,3658.98,1.36,0,,1,344.5,13.86,12.77,66.19,75.76,359.74,0,-0.16,21,5300,-100
1611994,09:16.0,34.31,4018.74,3665.24,1.3,0,,1,344.21,13.87,12.75,66.19,75.76,359.74,0,-0.2,21,5300,-100
1612094,09:16.1,34.32,4019.68,3721.97,1.43,0,,1,343.93,13.89,12.77,66.14,75.83,362.07,0,-0.15,21,5300,-101
