OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C),Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle
81009,03:13.0,31.71,472.24,0,1.47,0,,1,147.96,3.79,12.81,38.22,46.73,119.34,0,-0.24,16,7000,-43
82009,03:14.0,31.55,481.01,0,1.47,0,,1,150.71,3.79,12.96,38.23,46.76,118.4,0,-0.22,16,7000,-43
83009,03:15.0,31.38,489.73,0,1.47,0,,1,153.45,3.79,12.81,38.28,46.86,117.18,0,-0.23,16,7000,-43
84009,03:16.0,31.28,498.45,0,1.47,0,,1,156.18,3.79,12.82,38.28,46.95,116.35,0,-0.23,16,7000,-43
85009,03:17.0,31.04,507.05,0,1.47,0,,1,158.87,3.79,12.99,38.27,46.95,115.18,0,-0.21,16,7000,-43
86009,03:18.0,30.86,515.66,0,1.47,0,,1,161.57,3.79,12.96,38.27,47.12,114.15,0,-0.22,16,7000,-43
87009,03:19.0,30.79,524.2,0,1.47,0,,1,164.24,3.79,12.99,38.34,47.05,113.3,0,-0.22,16,7000,-43
88009,03:20.0,30.3,532.63,0,1.47,0,,1,166.88,3.79,12.83,38.27,47.16,112.47,0,-0.23,16,7000,-43
89009,03:21.0,30.48,541.11,0,1.47,0,,1,169.54,3.79,12.84,38.3,47.24,111.73,0,-0.22,16,7000,-43
90009,03:22.0,30.22,549.48,0,1.47,0,,1,172.17,3.79,12.96,38.42,47.3,110.91,0,-0.22,16,7000,-43
91013,03:23.0,30.01,557.9,0,1.47,0,,1,174.81,3.79,12.99,38.3,47.31,110.11,0,-0.22,16,7000,-43
92125,03:24.1,29.84,567.15,0,1.47,0,,1,177.7,3.79,12.99,38.33,47.34,109.32,0,-0.21,16,7000,-43
93237,03:25.2,29.73,576.34,0,1.47,0,,1,180.58,3.79,12.97,38.38,47.36,108.56,0,-0.21,16,7000,-43
94348,03:26.3,29.57,585.47,0,1.47,0,,1,183.44,3.79,12.98,38.38,47.36,107.86,0,-0.22,16,7000,-43
95460,03:27.5,29.32,594.54,0,1.47,0,,1,186.28,3.79,12.99,38.31,47.49,107.16,0,-0.23,16,7000,-43
96572,03:28.6,29.2,603.61,0,1.47,0,,1,189.13,3.79,12.97,38.38,47.48,106.55,0,-0.23,16,7000,-43
97684,03:29.7,28.95,612.56,0,1.47,0,,1,191.93,3.79,12.99,38.3,47.47,105.87,0,-0.22,16,7000,-43
98790,03:30.8,28.86,621.4,0,1.47,0,,1,194.7,3.79,12.96,38.28,47.48,105.36,0,-0.23,16,7000,-43
99903,03:31.9,28.78,630.29,0,1.47,0,,1,197.49,3.79,12.99,38.26,47.45,104.72,0,-0.21,16,7000,-43
100903,03:32.9,28.54,638.19,0,1.47,0,,1,199.96,3.79,12.98,38.27,47.6,104.25,0,-0.21,16,7000,-43
101903,03:33.9,28.38,646.09,0,1.47,0,,1,202.44,3.79,13,38.35,47.55,103.73,0,-0.22,16,7000,-43
102903,03:34.9,28.22,653.93,0,1.47,0,,1,204.89,3.79,12.82,38.26,47.45,103.34,0,-0.21,16,7000,-43
103903,03:35.9,28.15,661.77,0,1.47,0,,1,207.35,3.79,13,38.14,47.54,102.79,0,-0.21,16,7000,-43
104903,03:36.9,27.93,669.5,0,1.47,0,,1,209.77,3.79,12.99,38.13,47.52,102.26,0,-0.22,16,7000,-43
105903,03:37.9,27.66,677.22,0,1.47,0,,1,212.19,3.79,12.99,38.1,47.52,101.89,0,-0.21,16,7000,-43
106903,03:38.9,27.5,684.83,0,1.47,0,,1,214.57,3.79,13,38.17,47.49,101.5,0,-0.22,16,7000,-43
107903,03:39.9,27.24,692.44,0,1.47,0,,1,216.96,3.79,12.82,38.06,47.5,101.07,0,-0.21,16,7000,-43
108903,03:40.9,26.88,699.93,0,1.47,0,,1,219.3,3.79,12.99,38.06,47.45,100.75,0,-0.22,16,7000,-43
109908,03:41.9,26.66,707.42,0,1.47,0,,1,221.65,3.79,12.99,38.08,47.43,100.38,0,-0.21,16,7000,-43
111020,03:43.0,26.5,715.61,0,1.47,0,,1,224.22,3.79,12.82,38.08,47.47,99.98,0,-0.21,16,7000,-43
112020,03:44.0,26.35,722.92,0,1.47,0,,1,226.51,3.79,12.99,38.03,47.54,99.67,0,-0.22,16,7000,-43
113020,03:45.0,26.25,730.24,0,1.47,0,,1,228.8,3.79,12.83,38.04,47.49,99.17,0,-0.21,16,7000,-43
114020,03:46.0,26.17,737.49,0,1.47,0,,1,231.08,3.79,12.98,38.01,47.45,98.88,0,-0.22,16,7000,-43
115020,03:47.0,26.01,744.69,0,1.47,0,,1,233.33,3.79,12.99,37.97,47.36,98.61,0,-0.22,16,7000,-43
116020,03:48.0,25.9,751.89,0,1.47,0,,1,235.59,3.79,12.84,37.92,47.31,98.18,0,0.67,16,7000,-43
117020,03:49.0,25.75,759.03,0,1.47,0,,1,237.82,3.79,12.98,37.9,47.3,97.95,0,0.81,16,7000,-43
118020,03:50.0,25.32,766.05,0,1.47,0,,1,240.02,3.79,12.97,37.88,47.32,97.53,0,2.18,16,7000,-43
119020,03:51.0,24.23,772.9,0,1.47,0,,1,242.17,3.79,12.99,37.98,47.37,97.28,0,2.36,16,7000,-43
120020,03:52.0,23.29,779.45,0,1.47,0,,1,244.22,3.79,12.98,37.9,47.36,97.02,0,2.38,16,7000,-43
121023,03:53.0,22.31,785.71,0,1.47,0,,1,246.18,3.79,12.81,37.83,47.3,96.72,0,2.51,16,7000,-43
122135,03:54.1,21.18,792.38,0,1.47,0,,1,248.27,3.79,12.96,37.8,47.25,96.43,0,2.41,16,7000,-43
123247,03:55.2,19.98,798.65,0,1.47,0,,1,250.24,3.79,12.84,37.85,47.24,96.09,0,2.37,16,7000,-43
124358,03:56.4,18.87,804.61,0,1.47,0,,1,252.11,3.79,13,37.81,47.23,95.77,0,2.39,16,7000,-43
125464,03:57.5,17.8,810.17,0,1.47,0,,1,253.85,3.79,12.81,37.79,47.16,95.46,0,2.36,16,7000,-43
126464,03:58.5,16.78,814.91,0,1.47,0,,1,255.33,3.79,12.97,37.8,47.18,95.33,0,2.39,16,7000,-43
127464,03:59.5,15.66,819.36,0,1.47,0,,1,256.73,3.79,12.84,37.68,47.16,94.96,0,2.36,16,7000,-43
128464,04:00.5,14.78,823.52,0,1.47,0,,1,258.03,3.79,12.84,37.7,47.14,94.79,0,2.48,16,7000,-43
129464,04:01.5,13.43,827.38,0,1.47,0,,1,259.24,3.79,12.99,37.73,47.14,94.52,0,4.07,16,7000,-43
130464,04:02.5,11.88,830.77,0,1.47,0,,1,260.3,3.79,12.96,37.74,47.25,94.22,0,3.32,16,7000,-43
131464,04:03.5,10.28,833.76,0,1.47,0,,1,261.24,3.79,12.74,37.78,47.16,93.9,0,3.33,16,7000,-43
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
1081,00:01.1,0,0,0,0.25,0,,1,0,0,13,37.65,46.58,89.28,0,-0.24,17,10,0
2168,00:02.2,0,0,0,0.25,0,,1,0,0,12.9,37.56,46.66,89.12,0,-0.27,17,10,0
3255,00:03.3,0,0,0,0.25,0,,1,0,0,12.98,37.7,46.65,88.92,0,-0.24,17,10,0
4342,00:04.3,0,0,0,0.25,0,,1,0,0,12.87,37.7,46.58,88.74,0,-0.23,17,10,0
5433,00:05.4,0,0,0,0.25,0,,1,0,0,12.93,37.7,46.59,88.5,0,-0.24,17,10,0
6518,00:06.5,0,0,0,0.25,0,,1,0,0,12.9,37.65,46.48,88.41,0,-0.23,17,10,0
7606,00:07.6,0,0,0,0.25,0,,1,0,0,12.86,37.73,46.56,88.18,0,-0.23,17,10,0
8693,00:08.7,0,0,0,0.27,0,,1,0,0,12.93,37.76,46.54,87.97,0,-0.29,17,10,0
9778,00:09.8,0,0,0,0.27,0,,1,0,0,12.95,37.63,46.35,87.8,0,-0.23,17,10,0
10868,00:10.9,0,0,0,0.27,0,,1,0,0,12.9,37.7,46.35,87.68,0,-0.29,17,10,0
11951,00:12.0,0,0,0,0.25,0,,1,0,0,12.84,37.6,46.3,87.38,0,-0.23,17,10,0
13039,00:13.0,0,0,0,0.25,0,,1,0,0,12.88,37.63,46.29,87.18,0,-0.27,17,10,0
14126,00:14.1,0,0,0,0.25,0,,1,0,0,12.88,37.59,46.23,87.02,0,-0.22,17,10,0
15213,00:15.2,0,0,0,0.25,0,,1,0,0,12.9,37.56,46.2,86.82,0,-0.22,17,10,0
16299,00:16.3,0,0,0,1.47,0,,1,0,0,12.9,37.58,46.26,86.61,0,-0.23,17,10,0
17386,00:17.4,0,0,0,1.47,0,,1,0,0,12.92,37.56,46.2,86.42,0,-0.22,17,10,0
18473,00:18.5,0,0,0,1.47,0,,1,0,0,12.7,37.58,46.17,86.28,0,-0.22,17,10,0
19559,00:19.6,0,0,0,1.47,0,,1,0,0,12.86,37.59,46.09,86,0,-0.26,17,10,0
20639,00:20.6,0,0,0,1.47,0,,1,0,0,12.91,37.56,46.04,85.87,0,-0.25,17,10,0
21727,00:21.7,0,0,0,1.47,0,,1,0,0,12.84,37.53,46.08,85.65,0,-0.24,17,10,0
22814,00:22.8,0,0,0,1.47,0,,1,0,0,12.94,37.55,46.05,85.57,0,-0.22,17,10,0
23901,00:23.9,0,0,0,1.47,0,,1,0,0,12.97,37.55,46,85.38,0,-0.22,17,10,0
24988,00:25.0,0,0,0,1.47,0,,1,0,0,12.81,37.52,46.04,85.19,0,-0.24,17,10,0
26074,00:26.1,0,0,0,1.47,0,,1,0,0,12.96,37.6,46,85.02,0,-0.21,17,10,0
27161,00:27.2,0,0,0,1.47,0,,1,0,0,12.94,37.54,45.9,84.87,0,-0.23,17,10,0
28248,00:28.2,0,0,0,1.47,0,,1,0,0,12.79,37.55,45.92,84.72,0,-0.22,17,10,0
29334,00:29.3,0,0,0,1.47,0,,1,0,0,12.94,37.56,45.88,84.45,0,-0.22,17,10,0
30421,00:30.4,0,0,0,1.47,0,,1,0,0,12.93,37.55,45.93,84.3,0,-0.22,17,10,0
31508,00:31.5,0,0,0,1.47,0,,1,0,0,12.75,37.6,45.88,84.16,0,-0.22,17,10,0
32594,00:32.6,0,0,0,1.47,0,,1,0,0,12.89,37.61,45.84,83.98,0,-0.22,17,10,0
33681,00:33.7,0,0,0,1.47,0,,1,0,0,12.89,37.6,45.86,83.86,0,-0.22,17,10,0
34768,00:34.8,0,0,0,1.47,0,,1,0,0,12.72,37.54,45.77,83.72,0,-0.22,17,10,0
35854,00:35.9,0,0,0,1.47,0,,1,0,0,12.84,37.55,45.88,83.51,0,-0.26,17,10,0
36941,00:36.9,0,0,0,1.47,0,,1,0,0,12.96,37.51,45.8,83.3,0,-0.22,17,10,0
38028,00:38.0,0,0,0,1.47,0,,1,0,0,12.82,37.61,45.78,83.13,0,-0.25,17,10,0
39114,00:39.1,0,0,0,1.47,0,,1,0,0,12.94,37.54,45.78,83.04,0,-0.23,17,10,0
40201,00:40.2,0,0,0,1.47,0,,1,0,0,12.91,37.51,45.69,82.76,0,-0.25,17,10,0
41288,00:41.3,0,0,0,1.47,0,,1,0,0,12.8,37.54,45.74,82.71,0,-0.23,17,10,0
42373,00:42.4,0,0,0,1.47,0,,1,0,0,12.91,37.55,45.69,82.59,0,-0.23,17,10,0
43459,00:43.5,0,0,0,1.47,0,,1,0,0,12.94,37.52,45.73,82.41,0,-0.23,17,10,0
44546,00:44.5,0,0,0,1.47,0,,1,0,0,12.78,37.55,45.69,82.22,0,-0.23,17,10,0
45633,00:45.6,0,0,0,1.47,0,,1,0,0,12.94,37.51,45.58,81.98,0,-0.23,17,10,0
46719,00:46.7,0,0,0,1.47,0,,1,0,0,12.91,37.49,45.63,81.89,0,-0.27,17,10,0
47806,00:47.8,0,0,0,1.47,0,,1,0,0,12.7,37.48,45.63,81.84,0,-0.24,17,10,0
48893,00:48.9,0,0,0,1.47,0,,1,0,0,12.88,37.54,45.53,81.62,0,-0.28,17,10,0
49979,00:50.0,0,0,0,1.47,0,,1,0,0,12.84,37.47,45.57,81.52,0,-0.23,17,10,0
51066,06:59.1,0,0,0,1.47,0,,1,0,0,12.79,37.53,45.52,81.36,0,-0.24,17,10,0
52146,07:00.1,0,0,0,1.47,0,,1,0,0,12.97,37.55,45.52,81.16,0,-0.24,17,10,0
53234,07:01.2,0,0,0,1.47,0,,1,0,0,12.97,37.61,45.52,80.99,0,-0.24,17,10,0
54314,07:02.3,0,0,0,1.47,0,,1,0,0,12.79,37.63,45.51,80.82,0,-0.28,17,10,0
55402,07:03.4,0,0,0,1.47,0,,1,0,0,12.94,37.59,45.46,80.8,0,-0.24,17,10,0
56489,07:04.5,0,0,0,1.47,0,,1,0,0,12.94,37.61,45.52,80.64,0,-0.24,17,10,0
57576,07:05.6,0,0,0,1.47,0,,1,0,0,12.81,37.58,45.44,80.57,0,-0.24,17,10,0
58656,07:06.7,0,0,0,1.47,0,,1,0,0,12.91,37.67,45.47,80.42,0,-0.24,17,10,0
59656,07:07.7,0,0,0,1.47,0,,1,0,0,12.91,37.65,45.49,80.3,0,-0.25,17,10,0
60656,07:08.7,0,0,0,1.47,0,,1,0,0,12.71,37.6,45.47,80.2,0,-0.24,17,10,0
61656,07:09.7,0,0,0,1.47,0,,1,0,0,12.91,37.66,45.58,80,0,-0.26,17,10,0
62656,07:10.7,0,0,0,1.47,0,,1.28,0,0,12.76,37.63,45.42,79.98,0,-0.24,17,10,0
63656,07:11.7,0,0,0,1.47,0,,1.28,0,0,12.96,37.58,45.44,79.72,0,-0.24,17,10,0
64656,07:12.7,0,0,0,1.47,0,,1.28,0,0,12.95,37.6,45.39,79.73,0,-0.24,17,10,0
65656,07:13.7,0,0,0,1.47,0,,0.8,0,0,12.82,37.54,45.38,79.59,0,-0.25,17,10,0
66656,07:14.7,0,0,0,1.47,0,,0.8,0,0,12.93,37.59,45.42,79.52,0,-0.24,17,10,0
67656,07:15.7,0,0,0,1.47,0,,0.8,0,0,12.82,37.55,45.34,79.31,0,-0.28,17,10,0
68656,07:16.7,0,0,0,1.47,0,,0.8,0,0,12.93,37.59,45.31,79.28,0,-0.24,17,10,0
69656,07:17.7,0,0,0,1.47,0,,0.8,0,0,12.83,37.65,45.29,79.17,0,-0.24,17,10,0
70656,07:18.7,0,0,0,1.47,0,,0.8,0,0,12.9,37.55,45.27,79.02,0,-0.24,17,10,0
71688,07:19.7,0,0,0,1.47,0,,0.8,0,0,12.93,37.6,45.22,78.88,0,-0.3,17,10,0
72538,07:20.5,0,0,0,1.47,0,,0.8,0,0,12.76,37.58,45.22,78.77,0,-0.24,17,10,0
72638,07:20.6,0,0,0,1.47,1,,0.8,0,0,10.89,37.58,45.22,78.77,0,-0.24,23,10,0
72783,07:20.8,0,0,1139.23,1.47,1,,0.8,0,0.01,11.31,37.68,45.17,78.73,0,-0.26,23,5350.89,-40
72883,07:20.9,0,0,1717.67,1.47,0,,0.8,0,0.01,12.78,37.68,45.17,78.73,0,-0.24,21,4444.14,-55
72983,07:21.0,0,0,1809.16,1.47,0,,0.8,0,0.02,12.75,37.68,45.17,78.73,0,-0.28,21,4282.14,-59
73083,07:21.1,0.6,0.06,1796.22,1.47,0,,0.8,2.59,0.03,12.72,37.56,45.17,83.69,0,-0.27,21,4290.42,-58
73183,07:21.2,0.6,0.06,1756.31,1.47,0,,0.8,1.98,0.04,12.83,37.56,45.17,83.69,0,-0.27,21,4315.96,-56
73283,07:21.3,0.6,0.06,1737.92,1.47,0,,0.8,1.76,0.04,12.88,37.56,45.17,83.69,0,-0.3,21,4366.38,-56
73383,07:21.4,0.72,0.12,1735.16,1.47,0,,0.8,2.9,0.05,12.7,37.6,45.16,95.18,0,-0.26,21,4377,-56
73483,07:21.5,0.72,0.12,1739.63,1.47,0,,0.8,2.67,0.05,12.85,37.6,45.16,95.18,0,-0.27,21,4359.8,-56
73583,07:21.6,1.04,0.18,1735.86,1.47,0,,0.8,3.44,0.06,12.89,37.6,45.2,105.01,0,-0.29,21,4374.3,-56
73683,07:21.7,1.21,0.23,1748.66,1.47,0,,0.8,4.3,0.06,12.72,37.6,45.2,105.01,0,-0.29,21,4325.15,-56
73902,07:21.9,1.59,0.35,1733.53,1.47,0,,0.8,5.39,0.08,12.86,37.63,45.15,114.24,0,-0.3,21,4383.25,-56
74002,07:22.0,1.81,0.41,1749.76,1.47,0,,0.8,5.68,0.09,12.83,37.63,45.15,114.24,0,-0.27,21,4320.94,-56
74102,07:22.1,1.92,0.47,1744.9,1.47,0,,0.8,6.19,0.09,12.74,37.63,45.15,114.24,0,-0.27,21,4339.6,-56
74202,07:22.2,2.13,0.53,1753.72,1.47,0,,0.8,6.37,0.1,12.89,37.63,45.23,124.41,0,-0.29,21,4317.62,-56
74302,07:22.3,2.19,0.59,1757.01,1.47,0,,0.8,6.79,0.1,12.89,37.63,45.23,124.41,0,-0.31,21,4315.52,-56
74402,07:22.4,2.4,0.64,1758.94,1.47,0,,0.8,6.9,0.11,12.74,37.63,45.23,124.41,0,-0.29,21,4314.28,-56
74502,07:22.5,2.68,0.76,1750.16,1.47,0,,0.8,7.86,0.11,12.87,37.6,45.2,131.13,0,-0.29,21,4319.9,-56
74602,07:22.6,2.72,0.82,1749.35,1.47,0,,0.8,8.17,0.12,12.91,37.6,45.2,131.13,0,-0.28,21,4322.5,-56
74702,07:22.7,2.95,0.94,1748.07,1.47,0,,0.8,8.72,0.13,12.71,37.56,45.17,137.46,0,-0.31,21,4327.4,-56
74802,07:22.8,3.15,0.99,1754.39,1.47,0,,0.8,8.97,0.13,12.88,37.56,45.17,137.46,0,-0.33,21,4317.19,-56
75019,07:23.0,3.62,1.23,1769.81,1.47,0,,0.8,10.12,0.14,12.86,37.61,45.24,143.02,0,-0.31,21,4307.32,-56
75119,07:23.1,3.68,1.35,1424.33,1.47,0,,0.8,10.38,0.15,12.77,37.61,45.24,143.02,0,-0.3,21,5280,-48
75219,07:23.2,3.88,1.46,1653.71,1.47,0,,0.8,10.96,0.16,12.84,37.61,45.24,143.02,0,-0.31,21,4689.74,-54
75319,07:23.3,4,1.58,1745.18,1.47,0,,0.8,11.53,0.16,12.91,37.68,45.13,148.24,0,-0.3,21,4338.53,-56
75419,07:23.4,4.15,1.7,1767.9,1.47,0,,0.8,11.78,0.17,12.74,37.68,45.13,148.24,0,-0.33,21,4308.54,-56
75519,07:23.5,4.26,1.81,1754.8,1.47,0,,0.8,12.3,0.18,12.87,37.68,45.13,148.24,0,-0.35,21,4316.93,-56
75619,07:23.6,4.41,1.99,1750.39,1.47,0,,0.8,12.87,0.18,12.86,37.72,45.2,150.83,0,-0.35,21,4319.75,-56
75719,07:23.7,4.55,2.11,1745.51,1.47,0,,0.8,13.33,0.19,12.75,37.72,45.2,150.83,0,-0.32,21,4337.26,-56
75819,07:23.8,4.68,2.22,1757.16,1.47,0,,0.8,13.47,0.2,12.92,37.61,45.17,155.2,0,-0.32,21,4315.42,-56
75919,07:23.9,4.97,2.4,1763.95,1.47,0,,0.8,14.23,0.2,12.86,37.61,45.17,155.2,0,-0.3,21,4311.07,-56
76138,07:24.1,5.47,2.75,1765.72,1.47,0,,0.8,15.35,0.21,12.75,37.63,45.2,159.31,0,-0.32,21,4309.94,-56
76238,07:24.2,5.63,2.87,1767.41,1.47,0,,0.8,15.4,0.22,12.87,37.63,45.2,159.31,0,-0.34,21,4308.86,-56
76338,07:24.3,5.75,3.04,1766.19,1.47,0,,0.8,16.04,0.23,12.88,37.63,45.2,159.31,0,-0.33,21,4309.64,-56
76438,07:24.4,6.02,3.22,1763.59,1.47,0,,0.8,16.36,0.23,12.69,37.56,45.11,164.87,0,-0.34,21,4311.3,-56
76538,07:24.5,6.26,3.45,1762.66,1.47,0,,0.8,17.24,0.24,12.88,37.56,45.11,164.87,0,-0.32,21,4311.9,-56
76638,07:24.6,6.34,3.63,1776.38,1.47,0,,0.8,17.51,0.25,12.89,37.65,45.13,168.29,0,-0.31,21,4303.11,-57
76738,07:24.7,6.56,3.8,1777.73,1.47,0,,0.8,18.05,0.25,12.77,37.65,45.13,168.29,0,-0.32,21,4302.26,-57
76838,07:24.8,6.62,3.98,1783.17,1.47,0,,0.8,18.27,0.26,12.9,37.65,45.13,168.29,0,-0.32,21,4298.77,-58
76938,07:24.9,6.83,4.21,1787.66,1.47,0,,0.8,19.04,0.26,12.88,37.63,45.19,171.77,0,-0.3,21,4295.9,-58
77038,07:25.0,7.1,4.39,1788.99,1.47,0,,0.8,19.23,0.27,12.75,37.63,45.19,171.77,0,-0.32,21,4295.05,-58
77254,07:25.3,7.63,4.86,1837.28,1.47,0,,0.8,20.35,0.28,12.92,37.7,45.13,175.15,0,-0.35,21,4264.14,-61
77354,07:25.4,7.78,5.09,1867.44,1.47,0,,0.8,20.72,0.29,12.9,37.7,45.13,175.15,0,-0.31,21,4244.84,-62
77454,07:25.5,7.93,5.33,1871.67,1.47,0,,0.8,21.37,0.3,12.78,37.7,45.13,175.15,0,-0.28,21,4242.13,-62
77554,07:25.6,8.11,5.56,1910.04,1.47,0,,0.8,21.71,0.3,12.88,37.67,45.13,179.63,0,-0.32,21,4217.58,-65
77654,07:25.7,8.25,5.79,1913.45,1.47,0,,0.8,22.33,0.31,12.91,37.67,45.13,179.63,0,-0.35,21,4215.39,-65
77754,07:25.8,8.44,6.03,1946.16,1.47,0,,0.8,22.63,0.32,12.77,37.67,45.13,179.63,0,-0.32,21,4194.46,-67
77854,07:25.9,8.62,6.26,1971.74,1.47,0,,0.8,22.92,0.32,12.86,37.68,45.15,183.06,0,-0.3,21,4178.09,-68
77954,07:26.0,8.88,6.5,1988.14,1.47,0,,0.8,23.48,0.33,12.92,37.68,45.15,183.06,0,-0.28,21,4167.59,-69
78054,07:26.1,9.01,6.79,2038.74,1.47,0,,0.8,23.94,0.34,12.76,37.63,45.17,186.45,0,-0.31,21,4190.99,-71
78154,07:26.2,9.13,7.02,2062.46,1.47,0,,0.8,24.18,0.35,12.87,37.63,45.17,186.45,0,-0.33,21,4209.97,-72
78365,07:26.4,9.43,7.61,2106.37,1.47,0,,0.8,25.29,0.36,12.89,37.61,45.08,190.01,0,-0.36,21,4245.1,-72
78465,07:26.5,9.76,7.9,2138.58,1.47,0,,0.8,25.67,0.37,12.78,37.61,45.08,190.01,0,-0.27,21,4270.86,-73
78565,07:26.6,9.91,8.19,2197.64,1.47,0,,0.8,26.03,0.37,12.91,37.61,45.08,190.01,0,-0.32,21,4318.11,-74
78665,07:26.7,10.24,8.49,2232.14,1.47,0,,0.8,26.37,0.38,12.84,37.61,45.19,194.58,0,-0.3,21,4345.71,-75
78765,07:26.8,10.32,8.78,2263.72,1.47,0,,0.8,26.69,0.39,12.79,37.61,45.19,194.58,0,-0.3,21,4340.24,-75
78865,07:26.9,10.53,9.07,2306.36,1.47,0,,0.8,27,0.4,12.89,37.61,45.19,194.58,0,-0.3,21,4278.84,-76
78965,07:27.0,10.62,9.36,2317.94,1.47,0,,0.8,27.31,0.41,12.89,37.55,45.11,198.49,0,-0.3,21,4262.16,-76
79065,07:27.1,10.89,9.66,2378.5,1.47,0,,0.8,27.61,0.42,12.89,37.55,45.11,198.49,0,-0.27,21,4174.96,-77
79165,07:27.2,11.22,10.01,2421.89,1.46,0,,0.8,28.07,0.42,12.91,37.63,45.13,202.52,0,-0.31,21,4112.47,-78
79265,07:27.3,11.3,10.3,2442.35,1.35,0,,0.8,28.35,0.43,12.92,37.63,45.13,202.52,0,-0.33,21,4083.02,-78
79484,07:27.5,11.77,11.06,2513.98,1.15,0,,0.8,29.37,0.45,12.86,37.63,45.1,205.55,0,-0.34,21,4040.27,-80
79584,07:27.6,11.96,11.41,2526.95,1.3,0,,0.8,29.77,0.46,12.94,37.63,45.1,205.55,0,-0.35,21,4077.63,-80
79684,07:27.7,12.25,11.76,2637.48,1.33,0,,0.8,29.87,0.47,12.86,37.63,45.1,205.55,0,-0.25,21,4395.94,-82
79784,07:27.8,12.47,12.11,2652.29,1.22,0,,0.8,30.21,0.48,12.91,37.63,45.11,211.99,0,-0.27,21,4438.58,-82
79884,07:27.9,12.65,12.46,2690.82,1.01,0,,0.8,30.53,0.49,12.87,37.63,45.11,211.99,0,-0.32,21,4549.57,-83
79984,07:28.0,12.76,12.82,2719.98,0.92,0,,0.8,30.83,0.49,12.89,37.63,45.11,211.99,0,-0.32,21,4633.54,-83
80084,07:28.1,12.99,13.17,2763.83,0.92,0,,0.8,30.84,0.51,12.9,37.56,45.17,217.26,0,-0.32,21,4713.36,-84
80184,07:28.2,13.23,13.58,2822.07,0.83,0,,0.8,31.25,0.52,12.87,37.56,45.17,217.26,0,-0.25,21,4685.41,-85
80284,07:28.3,13.4,13.93,2856.46,0.75,0,,0.8,31.51,0.53,12.93,37.59,45.09,222.8,0,-0.34,21,4668.9,-86
80384,07:28.4,13.66,14.34,2890.17,0.77,0,,0.8,31.63,0.54,12.86,37.59,45.09,222.8,0,-0.31,21,4652.72,-87
80602,07:28.6,14.08,15.16,2988.05,0.67,0,,0.8,32.12,0.56,12.89,37.63,45.13,228.28,0,-0.32,21,4605.74,-88
80702,07:28.7,14.4,15.62,3035.36,0.55,0,,0.8,32.36,0.57,12.9,37.63,45.13,228.28,0,-0.35,21,4560.39,-89
80802,07:28.8,14.53,15.98,3064.82,0.56,0,,0.8,32.59,0.58,12.86,37.63,45.13,228.28,0,-0.26,21,4527.4,-90
80902,07:28.9,14.66,16.44,3102.86,0.48,0,,0.8,32.82,0.6,12.92,37.65,45.1,235.98,0,-0.36,21,4484.8,-90
81002,07:29.0,14.8,16.85,3108.73,0.34,0,,0.8,33.15,0.6,12.91,37.65,45.1,235.98,0,-0.3,21,4478.23,-90
81102,07:29.1,15.19,17.26,3211.48,0.26,0,,0.8,33.26,0.62,12.84,37.65,45.1,235.98,0,-0.28,21,4363.15,-92
81202,07:29.2,15.39,17.73,3236.33,0.27,0,,0.8,33.48,0.63,12.91,37.68,45.1,241.52,0,-0.28,21,4335.31,-93
81302,07:29.3,15.38,18.14,3246.67,0.27,0,,0.8,33.8,0.64,12.9,37.68,45.1,241.52,0,-0.34,21,4323.73,-93
81402,07:29.4,15.64,18.61,3300.33,0.25,0,,0.8,34.01,0.65,12.83,37.78,45.19,247.06,0,-0.34,21,4320,-94
81502,07:29.5,15.98,19.02,3359.56,0.26,0,,0.8,34.1,0.66,12.89,37.78,45.19,247.06,0,-0.32,21,4320,-95
81720,07:29.7,16.24,20.01,3420.56,0.26,0,,0.8,34.57,0.69,12.91,37.78,45.19,252.45,0,-0.33,21,4320,-96
81820,07:29.8,16.62,20.54,3472.62,0.25,0,,0.8,34.85,0.7,12.88,37.78,45.19,252.45,0,-0.33,21,4320,-97
82838,07:30.8,16.59,25.22,1233.9,1.47,0,,0.8,38.52,0.78,12.92,37.92,45.24,231.3,0,-0.32,17,5290.31,-42
83949,07:31.9,16.39,30.31,0,1.47,0,,0.8,45.71,0.79,12.92,38.03,45.27,200.99,0,-0.28,17,5280,-48
85061,07:33.1,16.47,35.4,0,1.47,0,,0.8,53.39,0.79,12.8,37.91,45.4,187.08,0,-0.28,17,5280,-48
86173,07:34.2,16.39,40.49,0,1.47,0,,0.8,61.06,0.79,12.93,38.08,45.54,176.52,0,-0.26,17,5280,-48
87288,07:35.3,16.27,45.53,0,1.47,0,,0.8,68.65,0.79,12.95,38.01,45.6,167.69,0,-0.25,17,5280,-48
88396,07:36.4,16.06,50.5,0,1.47,0,,0.8,76.15,0.79,12.79,38.08,45.88,160.16,0,-0.24,17,5280,-48
89509,07:37.5,15.92,55.42,0,1.47,0,,0.8,83.57,0.79,12.95,38.06,45.95,153.76,0,-0.24,17,5280,-48
