OnTime (ms),Time (UTC),Speed (km/h),Distance (m),RPM,Lambda,Starter,Gear,Fuel correction,Fuel consumption (km/l),Fuel consumed (g),Battery voltage (V),Oil temperature (C),Water temperature (C),Exhaust temperature (C), Air Temperature (C), Brake front (bar),Brake rear (bar),State,Injection duration (us),Injection angle
6744.00,1970-01-01 00:00:06.744,0.00,0.00,0.00,0.28,0.00,1.00,1.00,0.00,0.00,12.25,53.23,69.95,0.00,0.00,-0.55,0.04,17.00,10.00,0.00
6844.00,1970-01-01 00:00:06.844,0.00,0.00,0.00,0.26,0.00,1.00,1.00,0.00,0.00,12.14,53.23,69.95,0.00,0.00,-0.58,0.05,17.00,10.00,0.00
6944.00,1970-01-01 00:00:06.944,0.00,0.00,0.00,0.28,0.00,1.00,1.00,0.00,0.00,12.20,53.19,69.95,0.00,0.00,-0.53,0.04,17.00,10.00,0.00
7044.00,1970-01-01 00:00:07.044,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.29,53.19,69.95,0.00,0.00,-0.58,0.04,17.00,10.00,0.00
7144.00,1970-01-01 00:00:07.144,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.10,53.10,69.95,0.00,0.00,-0.66,0.03,17.00,10.00,0.00
7244.00,1970-01-01 00:00:07.244,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.23,53.10,69.93,0.00,0.00,-0.61,0.03,17.00,10.00,0.00
7344.00,1970-01-01 00:00:07.344,0.00,0.00,0.00,0.27,0.00,1.00,1.00,0.00,0.00,12.25,53.10,69.93,0.00,0.00,-0.68,0.04,17.00,10.00,0.00
7444.00,1970-01-01 00:00:07.444,0.00,0.00,0.00,0.28,0.00,1.00,1.00,0.00,0.00,12.11,53.23,69.93,0.00,0.00,-0.59,0.05,17.00,10.00,0.00
7544.00,1970-01-01 00:00:07.544,0.00,0.00,0.00,0.28,0.00,1.00,1.00,0.00,0.00,12.24,53.23,69.93,0.00,0.00,-0.62,0.04,17.00,10.00,0.00
7644.00,1970-01-01 00:00:07.644,0.00,0.00,0.00,0.28,0.00,1.00,1.00,0.00,0.00,12.23,53.17,69.93,0.00,0.00,-0.64,0.04,17.00,10.00,0.00
7744.00,1970-01-01 00:00:07.744,0.00,0.00,0.00,0.28,0.00,1.00,1.00,0.00,0.00,12.15,53.17,69.88,0.00,0.00,-0.61,0.04,17.00,10.00,0.00
7844.00,1970-01-01 00:00:07.844,0.00,0.00,0.00,0.28,0.00,1.00,1.00,0.00,0.00,12.20,53.17,69.88,0.00,0.00,-0.65,0.04,17.00,10.00,0.00
7944.00,1970-01-01 00:00:07.944,0.00,0.00,0.00,0.28,0.00,1.00,1.00,0.00,0.00,12.24,53.05,69.88,0.00,0.00,-0.55,0.03,17.00,10.00,0.00
8044.00,1970-01-01 00:00:08.044,0.00,0.00,0.00,0.27,0.00,1.00,1.00,0.00,0.00,12.13,53.05,69.95,0.00,0.00,-0.57,0.03,17.00,10.00,0.00
8144.00,1970-01-01 00:00:08.144,0.00,0.00,0.00,0.28,0.00,1.00,1.00,0.00,0.00,12.19,53.05,69.95,0.00,0.00,-0.53,0.03,17.00,10.00,0.00
8275.00,1970-01-01 00:00:08.275,0.00,0.00,0.00,0.28,0.00,1.00,1.00,0.00,0.00,12.14,53.15,69.91,0.00,0.00,-0.61,0.03,17.00,10.00,0.00
8375.00,1970-01-01 00:00:08.375,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.10,53.15,69.91,0.00,0.00,-0.58,0.07,17.00,10.00,0.00
8485.00,1970-01-01 00:00:08.485,0.00,0.00,0.00,0.27,0.00,1.00,1.00,0.00,0.00,12.12,53.09,69.91,0.00,0.00,-0.53,0.07,17.00,10.00,0.00
8585.00,1970-01-01 00:00:08.585,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.15,53.09,69.87,0.00,0.00,-0.62,0.07,17.00,10.00,0.00
8685.00,1970-01-01 00:00:08.685,0.00,0.00,0.00,0.28,0.00,1.00,1.00,0.00,0.00,12.19,53.09,69.87,0.00,0.00,-0.65,0.07,17.00,10.00,0.00
8785.00,1970-01-01 00:00:08.785,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.25,53.13,69.96,0.00,0.00,-0.61,0.07,17.00,10.00,0.00
8885.00,1970-01-01 00:00:08.885,0.00,0.00,0.00,0.27,0.00,1.00,1.00,0.00,0.00,12.11,53.13,69.96,0.00,0.00,-0.67,0.07,17.00,10.00,0.00
8985.00,1970-01-01 00:00:08.985,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.18,53.13,69.96,0.00,0.00,-0.57,0.07,17.00,10.00,0.00
9085.00,1970-01-01 00:00:09.085,0.00,0.00,0.00,0.28,0.00,1.00,1.00,0.00,0.00,12.26,53.14,69.91,0.00,0.00,-0.61,0.07,17.00,10.00,0.00
9185.00,1970-01-01 00:00:09.185,0.00,0.00,0.00,0.28,0.00,1.00,1.00,0.00,0.00,12.09,53.14,69.91,0.00,0.00,-0.62,0.07,17.00,10.00,0.00
9285.00,1970-01-01 00:00:09.285,0.00,0.00,0.00,0.28,0.00,1.00,1.00,0.00,0.00,12.22,53.10,69.91,0.00,0.00,-0.60,0.07,17.00,10.00,0.00
9385.00,1970-01-01 00:00:09.385,0.00,0.00,0.00,0.28,0.00,1.00,1.00,0.00,0.00,12.23,53.10,69.87,0.00,0.00,-0.63,0.08,17.00,10.00,0.00
9485.00,1970-01-01 00:00:09.485,0.00,0.00,0.00,0.28,0.00,1.00,1.00,0.00,0.00,12.08,53.10,69.87,0.00,0.00,-0.55,0.08,17.00,10.00,0.00
9585.00,1970-01-01 00:00:09.585,0.00,0.00,0.00,0.28,0.00,1.00,1.00,0.00,0.00,12.21,53.12,69.89,0.00,0.00,-0.57,0.07,17.00,10.00,0.00
9685.00,1970-01-01 00:00:09.685,0.00,0.00,0.00,0.28,0.00,1.00,1.00,0.00,0.00,12.22,53.12,69.89,0.00,0.00,-0.54,0.07,17.00,10.00,0.00
9785.00,1970-01-01 00:00:09.785,0.00,0.00,0.00,0.26,0.00,1.00,1.00,0.00,0.00,12.13,53.14,69.89,0.00,0.00,-0.63,0.07,17.00,10.00,0.00
9885.00,1970-01-01 00:00:09.885,0.00,0.00,0.00,0.28,0.00,1.00,1.00,0.00,0.00,12.18,53.14,69.91,0.00,0.00,-0.66,0.07,17.00,10.00,0.00
9985.00,1970-01-01 00:00:09.985,0.00,0.00,0.00,0.25,0.00,1.00,1.00,0.00,0.00,12.24,53.14,69.91,0.00,0.00,-0.62,0.07,17.00,10.00,0.00
