time_ms,  RPM, lambda_1, oil_temp1, air_temp1, water_temp1, exhaust_temp1, lambda_2, oil_temp2, air_temp2, water_temp2, exhaust_temp2, tinj_1, tinj_2, sweep, temp, datapoints1, datapoints2
251592.00,1750.00,1.09,51.82,28.89,69.29,-178.04,1.51,51.42,29.39,69.49,-199.92,0.00,0.00,2.00,1.00,2232.00,140.00,
251708.00,2000.00,1.07,51.60,29.18,69.34,-199.92,1.25,51.31,29.40,69.57,-199.93,0.00,0.00,2.00,1.00,559.00,2063.00,
251823.00,2250.00,1.16,51.52,29.26,69.34,-199.92,1.18,51.75,29.36,69.85,-199.93,250.00,0.00,2.00,1.00,503.00,2160.00,
251940.00,2500.00,1.22,51.52,29.28,69.33,-199.92,1.19,52.40,29.16,70.16,-199.93,0.00,0.00,2.00,1.00,408.00,1771.00,
252136.00,2750.00,1.23,51.49,29.33,69.35,-199.92,1.19,53.51,28.89,70.46,-199.92,0.00,0.00,2.00,1.00,382.00,1586.00,
252252.00,3000.00,1.26,51.46,29.34,69.36,-199.92,1.22,54.56,28.69,70.75,-199.92,0.00,0.00,2.00,1.00,417.00,1529.00,
252368.00,3250.00,1.29,51.48,29.32,69.41,-199.92,1.23,54.82,28.64,71.13,-199.92,0.00,0.00,2.00,1.00,317.00,1353.00,
252486.00,3500.00,1.27,51.46,29.37,69.42,-199.92,1.22,55.35,28.71,71.46,-199.92,0.00,0.00,2.00,1.00,294.00,1423.00,
252604.00,3750.00,1.26,51.45,29.33,69.41,-199.92,1.12,57.04,29.03,71.88,-199.92,0.00,0.00,2.00,1.00,128.00,1237.00,
514754.00,1250.00,1.51,48.72,30.95,65.98,-68.94,nan,nan,nan,nan,nan,0.00,0.00,3.00,1.00,438.00,0.00,
514869.00,1500.00,1.20,48.75,30.92,65.90,-151.42,1.51,48.81,30.16,65.73,-199.92,0.00,0.00,3.00,1.00,1236.00,127.00,
515024.00,1750.00,1.32,48.75,30.93,65.90,-135.94,1.51,48.89,30.12,65.78,-199.92,0.00,0.00,3.00,1.00,2704.00,192.00,
515140.00,2000.00,1.38,48.75,30.79,65.84,-199.92,1.35,49.16,29.91,65.82,-199.93,0.00,0.00,3.00,1.00,556.00,1950.00,
515255.00,2250.00,1.43,48.79,30.81,65.82,-199.92,1.35,49.96,29.43,65.91,-199.93,250.00,0.00,3.00,1.00,552.00,2262.00,
515372.00,2500.00,1.40,48.81,30.76,65.78,-199.92,1.36,50.56,28.86,66.16,-199.93,0.00,0.00,3.00,1.00,452.00,1818.00,
515487.00,2750.00,1.37,48.77,30.71,65.77,-199.92,1.35,50.84,28.28,66.39,-199.92,0.00,0.00,3.00,1.00,252.00,1583.00,
515603.00,3000.00,1.37,48.81,30.63,65.83,-199.92,1.34,50.81,27.82,66.66,-199.92,0.00,0.00,3.00,1.00,464.00,1603.00,
515720.00,3250.00,1.34,48.86,30.50,65.71,-199.92,1.33,51.19,27.48,66.96,-199.92,0.00,0.00,3.00,1.00,353.00,1415.00,
515838.00,3500.00,1.31,48.80,30.44,65.80,-199.92,1.35,51.50,27.30,67.29,-199.92,0.00,0.00,3.00,1.00,296.00,1455.00,
515955.00,3750.00,1.31,48.78,30.35,65.84,-199.92,1.31,51.82,27.36,67.55,-199.92,0.00,0.00,3.00,1.00,131.00,1179.00,
711597.00,1250.00,1.51,49.05,29.16,65.96,-69.53,nan,nan,nan,nan,nan,0.00,0.00,4.00,1.00,543.00,0.00,
711713.00,1500.00,1.18,49.08,29.30,65.93,-159.97,1.51,0.19,0.11,0.25,15.22,0.00,0.00,4.00,1.00,1241.00,134.00,
711828.00,1750.00,1.32,49.09,29.22,65.93,-131.70,1.51,0.19,0.11,0.25,15.22,0.00,0.00,4.00,1.00,2702.00,54.00,
711946.00,2000.00,1.35,49.10,29.27,65.84,-199.92,1.30,0.19,0.11,0.25,15.22,0.00,0.00,4.00,1.00,558.00,1969.00,
712063.00,2250.00,1.36,49.09,29.21,65.80,-199.92,1.29,0.19,0.11,0.25,15.22,250.00,250.00,4.00,1.00,553.00,2108.00,
712181.00,2500.00,1.34,49.14,29.21,65.84,-199.92,1.30,0.20,0.10,0.26,15.22,0.00,0.00,4.00,1.00,450.00,1868.00,
712298.00,2750.00,1.33,49.14,29.22,65.83,-199.92,1.29,0.20,0.10,0.26,15.22,0.00,0.00,4.00,1.00,370.00,1574.00,
712416.00,3000.00,1.32,49.16,29.08,65.86,-199.92,1.29,0.20,0.10,0.26,15.22,0.00,0.00,4.00,1.00,339.00,1487.00,
712534.00,3250.00,1.31,49.13,29.03,65.91,-199.92,1.29,0.20,0.10,0.26,15.22,0.00,0.00,4.00,1.00,284.00,1384.00,
712691.00,3500.00,1.29,43.13,28.96,65.17,-179.71,1.31,0.20,0.10,0.26,15.22,0.00,0.00,4.00,1.00,330.00,1454.00,
712807.00,3750.00,1.31,0.19,14.11,54.89,15.22,1.30,0.21,0.10,0.26,15.22,0.00,0.00,4.00,1.00,140.00,1207.00,
712923.00,1250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,0.00,0.00,
713039.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,0.00,0.00,
713155.00,1750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,0.00,0.00,
713271.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2000.00,0.00,4.00,2.00,0.00,0.00,
713387.00,2250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,250.00,0.00,4.00,2.00,0.00,0.00,
713504.00,2500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,0.00,0.00,
713622.00,2750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,0.00,0.00,
713739.00,3000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,0.00,0.00,
713931.00,3250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,0.00,0.00,
714046.00,3500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,0.00,0.00,
714162.00,3750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,0.00,0.00,
time_ms,  RPM, lambda_1, oil_temp1, air_temp1, water_temp1, exhaust_temp1, lambda_2, oil_temp2, air_temp2, water_temp2, exhaust_temp2, tinj_1, tinj_2, sweep, temp, datapoints1, datapoints2
787.00,1250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
903.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
1020.00,1750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
1137.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
1255.00,2250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,250.00,0.00,0.00,0.00,0.00,0.00,
1443.00,2500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
1559.00,2750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
1674.00,3000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
1791.00,3250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
1908.00,3500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
2026.00,3750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,
275207.00,1250.00,1.51,48.33,29.80,61.80,-46.88,1.51,48.40,29.01,61.62,-199.92,0.00,0.00,1.00,0.00,546.00,77.00,
275370.00,1500.00,1.26,48.33,29.88,61.71,-120.38,1.51,48.41,29.01,61.60,-199.92,0.00,0.00,1.00,0.00,477.00,145.00,
275486.00,1750.00,1.31,48.33,29.86,61.73,-114.18,1.44,48.43,28.94,61.60,-199.92,0.00,0.00,1.00,0.00,3389.00,111.00,
275601.00,2000.00,1.35,48.33,29.79,61.58,-195.86,1.34,48.63,28.73,61.66,-199.93,0.00,0.00,1.00,0.00,666.00,1950.00,
275718.00,2250.00,1.38,48.33,29.76,61.64,-199.92,1.33,49.23,28.12,61.81,-199.93,250.00,0.00,1.00,0.00,448.00,2225.00,
275836.00,2500.00,1.36,48.31,29.68,61.59,-199.92,1.35,49.76,27.35,62.08,-199.93,0.00,0.00,1.00,0.00,407.00,1731.00,
275953.00,2750.00,1.34,48.35,29.62,61.59,-199.92,1.35,50.09,26.51,62.33,-199.92,0.00,0.00,1.00,0.00,374.00,1584.00,
276071.00,3000.00,1.32,48.35,29.49,61.57,-199.92,1.36,50.09,25.76,62.62,-199.92,0.00,0.00,1.00,0.00,379.00,1530.00,
276188.00,3250.00,1.31,48.33,29.48,61.61,-199.92,1.35,50.40,25.15,62.89,-199.92,0.00,0.00,1.00,0.00,317.00,1457.00,
276306.00,3500.00,1.28,48.33,29.38,61.54,-199.92,1.40,50.49,24.60,63.26,-199.92,0.00,0.00,1.00,0.00,294.00,1488.00,
276424.00,3750.00,1.31,48.30,29.27,61.58,-199.92,1.41,51.27,24.25,63.57,-199.92,0.00,0.00,1.00,0.00,108.00,1271.00,
530283.00,1250.00,1.51,47.98,28.76,61.02,-48.56,nan,nan,nan,nan,nan,0.00,0.00,2.00,0.00,548.00,0.00,
530401.00,1500.00,1.23,47.96,28.87,60.92,-116.69,nan,nan,nan,nan,nan,0.00,0.00,2.00,0.00,1928.00,0.00,
530518.00,1750.00,1.29,47.94,28.82,60.93,-114.66,1.51,48.03,28.13,60.88,-199.92,0.00,0.00,2.00,0.00,1980.00,180.00,
530636.00,2000.00,1.29,47.94,28.75,60.84,-195.76,1.32,48.06,27.91,60.86,-199.93,0.00,0.00,2.00,0.00,725.00,2060.00,
530753.00,2250.00,1.34,47.95,28.72,60.84,-199.92,1.30,48.47,27.51,61.08,-199.93,250.00,0.00,2.00,0.00,447.00,2208.00,
530869.00,2500.00,1.30,47.91,28.73,60.89,-199.92,1.31,48.88,27.04,61.28,-199.93,0.00,0.00,2.00,0.00,364.00,1733.00,
530986.00,2750.00,1.30,47.97,28.68,60.84,-199.92,1.31,49.30,26.53,61.54,-199.92,0.00,0.00,2.00,0.00,417.00,1580.00,
531131.00,3000.00,1.29,47.94,28.59,60.87,-199.92,1.32,49.55,26.12,61.83,-199.92,0.00,0.00,2.00,0.00,379.00,1452.00,
531247.00,3250.00,1.28,48.00,28.48,60.87,-199.92,1.32,49.76,25.85,62.14,-199.92,0.00,0.00,2.00,0.00,316.00,1457.00,
531362.00,3500.00,1.29,48.00,28.34,60.88,-199.92,1.34,50.61,25.67,62.53,-199.92,0.00,0.00,2.00,0.00,262.00,1420.00,
531477.00,3750.00,1.33,47.96,28.29,60.89,-199.92,1.37,51.25,25.71,62.85,-199.92,0.00,0.00,2.00,0.00,151.00,1273.00,
531595.00,1250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,
531712.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,
531830.00,1750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,
531947.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,
532063.00,2250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,250.00,0.00,2.00,1.00,0.00,0.00,
532180.00,2500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,
532296.00,2750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,
532476.00,3000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,
532592.00,3250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,
532708.00,3500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,
532824.00,3750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,
659229.00,1250.00,1.51,49.59,28.13,65.29,-75.33,nan,nan,nan,nan,nan,0.00,0.00,3.00,1.00,439.00,0.00,
659346.00,1500.00,1.25,49.53,28.25,65.16,-166.19,1.51,49.60,28.00,65.09,-199.92,0.00,0.00,3.00,1.00,618.00,128.00,
659464.00,1750.00,1.34,49.54,28.22,65.21,-140.17,1.51,49.62,28.00,65.09,-199.92,0.00,0.00,3.00,1.00,3200.00,135.00,
659581.00,2000.00,1.39,49.51,28.23,65.12,-199.92,1.35,49.73,27.95,65.06,-199.93,0.00,0.00,3.00,1.00,674.00,2063.00,
659737.00,2250.00,1.39,49.52,28.30,65.08,-199.92,1.35,49.84,27.90,65.11,-199.93,250.00,0.00,3.00,1.00,502.00,2113.00,
659852.00,2500.00,1.35,49.59,28.32,65.10,-199.92,1.37,49.77,27.86,65.32,-199.93,0.00,0.00,3.00,1.00,449.00,1825.00,
659967.00,2750.00,1.31,49.61,28.30,65.08,-199.92,1.36,49.75,27.75,65.52,-199.92,0.00,0.00,3.00,1.00,330.00,1581.00,
660085.00,3000.00,1.31,49.53,28.23,65.05,-199.92,1.35,50.14,27.65,65.84,-199.92,0.00,0.00,3.00,1.00,344.00,1527.00,
660202.00,3250.00,1.30,49.50,28.20,65.11,-199.92,1.34,50.29,27.48,66.09,-199.92,0.00,0.00,3.00,1.00,352.00,1418.00,
660320.00,3500.00,1.30,49.55,28.14,65.03,-199.92,1.37,50.60,27.38,66.35,-199.92,0.00,0.00,3.00,1.00,294.00,1456.00,
660437.00,3750.00,1.31,49.54,28.06,65.05,-199.92,1.36,52.26,27.29,66.64,-199.92,0.00,0.00,3.00,1.00,109.00,1269.00,
660554.00,1250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,0.00,0.00,
660670.00,1500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,0.00,0.00,
660804.00,1750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,0.00,0.00,
660921.00,2000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,0.00,0.00,
661039.00,2250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,250.00,0.00,3.00,2.00,0.00,0.00,
661156.00,2500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,0.00,0.00,
661273.00,2750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,0.00,0.00,
661388.00,3000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,0.00,0.00,
661505.00,3250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,0.00,0.00,
661621.00,3500.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,0.00,0.00,
661739.00,3750.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,2.00,0.00,0.00,
750530.00,1250.00,1.51,51.38,27.36,69.21,-106.64,nan,nan,nan,nan,nan,0.00,0.00,4.00,2.00,452.00,0.00,
750687.00,1500.00,0.97,51.33,27.50,69.08,-193.91,nan,nan,nan,nan,nan,0.00,0.00,4.00,2.00,1309.00,0.00,
750803.00,1750.00,1.11,51.34,27.46,69.08,-161.27,1.51,51.28,27.36,68.88,-199.92,0.00,10.19,4.00,2.00,2574.00,58.00,
750919.00,2000.00,1.07,51.30,27.60,69.02,-199.92,1.29,51.31,27.40,68.94,-199.93,0.00,0.00,4.00,2.00,505.00,2071.00,
751036.00,2250.00,1.16,51.30,27.55,69.02,-199.92,1.21,51.07,27.49,69.09,-199.93,250.00,0.00,4.00,2.00,556.00,2050.00,
751154.00,2500.00,1.21,51.32,27.60,68.96,-199.92,1.21,50.77,27.51,69.32,-199.93,0.00,0.00,4.00,2.00,452.00,1826.00,
751271.00,2750.00,1.25,51.26,27.54,68.93,-199.92,1.22,51.00,27.36,69.59,-199.92,0.00,0.00,4.00,2.00,369.00,1495.00,
751387.00,3000.00,1.28,51.30,27.51,68.98,-199.92,1.25,51.75,27.35,69.86,-199.92,0.00,0.00,4.00,2.00,304.00,1457.00,
751502.00,3250.00,1.30,51.28,27.53,68.96,-199.92,1.24,53.27,27.42,70.15,-199.92,0.00,0.00,4.00,2.00,319.00,1491.00,
751617.00,3500.00,1.29,51.31,27.49,68.93,-199.92,1.23,53.42,27.66,70.50,-199.92,0.00,0.00,4.00,2.00,329.00,1386.00,
751743.00,3750.00,1.29,51.27,27.46,68.95,-199.92,1.14,53.63,27.90,70.75,-199.92,0.00,0.00,4.00,2.00,140.00,1111.00,
887556.00,1250.00,1.51,49.61,28.34,71.04,-104.89,nan,nan,nan,nan,nan,0.00,0.00,5.00,2.00,541.00,0.00,
887683.00,1500.00,0.97,49.56,28.46,70.83,-194.48,nan,nan,nan,nan,nan,0.00,0.00,5.00,2.00,1521.00,0.00,
887811.00,1750.00,1.12,49.56,28.43,70.88,-154.71,1.51,49.83,28.35,70.70,-199.92,0.00,0.00,5.00,2.00,2372.00,181.00,
887938.00,2000.00,1.11,49.60,28.55,70.69,-199.92,1.28,50.25,28.25,70.68,-199.93,0.00,0.00,5.00,2.00,619.00,1948.00,
888060.00,2250.00,1.22,49.55,28.51,70.68,-199.92,1.23,51.14,28.16,70.85,-199.93,250.00,0.00,5.00,2.00,553.00,2200.00,
888178.00,2500.00,1.27,49.57,28.55,70.69,-199.92,1.24,52.19,27.86,71.03,-199.93,0.00,0.00,5.00,2.00,410.00,1733.00,
888295.00,2750.00,1.29,49.58,28.53,70.67,-199.92,1.25,52.78,27.43,71.25,-199.93,0.00,0.00,5.00,2.00,413.00,1662.00,
888413.00,3000.00,1.31,49.70,28.51,70.67,-199.92,1.27,53.12,26.98,71.49,-199.92,0.00,0.00,5.00,2.00,379.00,1415.00,
888623.00,3250.00,1.32,49.63,28.42,70.66,-199.92,1.27,53.18,26.65,71.78,-199.92,0.00,0.00,5.00,2.00,280.00,1489.00,
888739.00,3500.00,1.30,49.70,28.41,70.69,-199.92,1.27,53.20,26.36,72.09,-199.92,0.00,0.00,5.00,2.00,297.00,1387.00,
888856.00,3750.00,1.29,49.69,28.38,70.71,-199.92,1.18,53.47,26.27,72.36,-199.92,0.00,0.00,5.00,2.00,142.00,1145.00,
1050961.00,1250.00,1.51,50.19,28.05,70.99,-96.68,nan,nan,nan,nan,nan,0.00,0.00,6.00,2.00,549.00,0.00,
1051078.00,1500.00,1.03,50.24,28.28,70.90,-187.09,1.51,50.38,28.06,70.73,-199.92,0.00,0.00,6.00,2.00,1732.00,207.00,
1051194.00,1750.00,1.17,50.27,28.21,70.94,-148.80,nan,nan,nan,nan,nan,0.00,0.00,6.00,2.00,2170.00,0.00,
1051310.00,2000.00,1.20,50.32,28.30,70.83,-199.92,1.30,50.67,27.97,70.81,-199.93,0.00,0.00,6.00,2.00,673.00,2005.00,
1051471.00,2250.00,1.29,50.29,28.36,70.82,-199.92,1.26,51.54,27.89,70.92,-199.93,250.00,0.00,6.00,2.00,453.00,2220.00,
